PIDN,P
09gt9UK5,-0.0700807885732502
0BVvxJ6a,-0.122135900554713
0dTqplIM,-0.0371890805661678
0KbdgApg,-0.0392357553646434
0lNiZicC,-0.267765929549933
0MnuuduB,0.250930015649647
0PcIsF9z,-0.161408748477697
0rGeJ0QN,-0.103019567206502
0ShTFLYJ,-0.220874415710568
0sXI9ytQ,-0.0427141032414511
0ukt4aP6,-0.133442481723614
0XZh9jka,0.974815336614847
0Y7Wegri,-0.0496239476837218
1AGspb8f,-0.0991008275654167
1arHxK3Y,-0.0125844925292768
1Csy0gvE,-0.0362188612110913
1fCW4Bba,0.106340618431568
1Ic2hly1,0.0785618090187199
1PPbaTwt,-0.153369651688263
1qDZNvIm,-0.0355454495191225
1SO5VJNy,-0.071645492897369
28LYJC2V,-0.222439228370786
2cx85d9H,-0.172239878214896
2CzACvQq,-0.0293296195100993
2FT3crfv,0.212108738813549
2Fy2uHVg,-0.153032197337598
2homMXMV,-0.189923339337111
2ldLrUtq,-0.07814647462219
2MkMEApm,-0.0360766884870827
2NDGWEOe,-0.213213538751006
2nsACW6G,0.0322881759610027
2NyyCiqn,-0.12896882831119
2QcbdrUZ,0.042149397265166
2QRzIb84,0.12630339898169
2YgAimWK,0.0392674029804766
2yMbVnWc,-0.0252777779940516
36r8sgGQ,-0.103062182851136
3fRLm8f5,-0.161970896087587
3mZhp1nQ,0.021532459417358
3NXAXCl3,-0.276742283254862
3pikJXRL,-0.247856025304645
3pxOEGHL,-0.13173478199169
3QG0z6fl,-0.171028447151184
3ttdV3f5,0.162777180690318
3v4X6Mfe,-0.229335693828762
3wORuPiv,-0.165304938424379
3WS8R9qm,-0.332093638926744
43EfrxZj,0.0289516018936411
457Vwm21,-0.0489018082851544
46KNnOdx,-0.156852599233389
47TwNsVC,-0.457662261277437
49856RpO,-0.120320163411088
4Ane1o2N,-0.108921927120537
4AyVUgSc,-0.125119901075959
4B1951On,-0.226227422524244
4eQ90eLY,-0.0965652065817267
4o5jwMj8,-0.15371483322233
4OL39Teo,0.190718252770603
4vPgpl2c,0.0467953242128715
51r9aA0d,-0.111089085531421
58SmeRoP,-0.0943268801085651
5a8sf6QV,-0.0532725231721997
5eSvmqYm,0.120064105466008
5HJp1AXn,0.0454158666427247
5hkN8fiv,-0.232522993534803
5MBZW7fx,-0.178904519602656
5Nq3gHaP,0.20029682694003
5oK8Gti5,-0.0591359617072158
5paniGaU,-0.0465825447114184
5RmwFFK3,-0.146626540692523
5Tu5Jbov,-0.151480106555391
5vsr7ZUP,-0.178582264285069
5YEolkev,-0.154764654487371
60B4xMWI,0.0211665701121092
64jOUtKy,-0.0521971730981022
6AJo4xNG,0.0520856968054432
6CAvhEte,-0.145117798727006
6CuGYjT5,-0.431020947918296
6DGH8ujZ,-0.1890370933339
6eUWsVzw,-0.248754904605448
6gNyO7Do,-0.107751956395805
6jT0AyHe,0.0129539503599517
6nBgCvWu,-0.0390484761446714
6PzsGdVm,-0.119225103943609
6ro5mqg6,-0.0284014742355794
6sGqObX4,-0.298106058337726
6UcSJMbq,-0.023513938774704
6uEGy0n4,-0.430168240517378
6WJbkH8U,-0.366011643223464
7aF7nnwn,-0.208054492808878
7asGzfX9,0.0357312917243689
7BZ4LxP8,-0.394465586915612
7cg7C92o,0.18907624615822
7CmigXKi,-0.153804682334885
7eOxTpsB,-0.129476965311915
7ey0v7ma,-0.33651880286634
7Ga0LpfR,0.2058818096295
7gocyrYl,-0.0984668382443488
7gqR3GoA,-0.144577503018081
7og7aUXB,0.0412814901326783
7onRfa8F,-0.050169214408379
7PQsFvsG,-0.160147361084819
7umkNuxM,-0.00318146585486829
7vPr9ExD,0.156603232398629
