PIDN,pH
09gt9UK5,-1.29490733742714
0BVvxJ6a,0.945944452285767
0dTqplIM,0.283691025525331
0KbdgApg,0.189208969008178
0lNiZicC,-0.990674376487732
0MnuuduB,-0.0410159989260137
0PcIsF9z,-1.29911970496178
0rGeJ0QN,-0.484104224480689
0ShTFLYJ,-0.233127890154719
0sXI9ytQ,-0.270044254139066
0ukt4aP6,1.26592977046967
0XZh9jka,-0.252741935662925
0Y7Wegri,0.363009486719966
1AGspb8f,-0.78109675347805
1arHxK3Y,1.32245256602764
1Csy0gvE,0.148604549095035
1fCW4Bba,-0.31405133404769
1Ic2hly1,-0.355168124567717
1PPbaTwt,-0.839803636074066
1qDZNvIm,0.145991376414895
1SO5VJNy,0.279502396751195
28LYJC2V,-0.820840503275394
2cx85d9H,-0.118584201391786
2CzACvQq,1.73854272961617
2FT3crfv,0.220438812440261
2Fy2uHVg,-0.592026661336422
2homMXMV,-1.19359177052975
2ldLrUtq,0.252653880603611
2MkMEApm,0.092714382847771
2NDGWEOe,1.06093411743641
2nsACW6G,-0.676150953769684
2NyyCiqn,0.322008223831654
2QcbdrUZ,-0.0578663193242392
2QRzIb84,1.66607862710953
2YgAimWK,0.00388537677936256
2yMbVnWc,-1.07579888999462
36r8sgGQ,0.0261849552160129
3fRLm8f5,-0.568520095944405
3mZhp1nQ,-0.358464432461187
3NXAXCl3,-0.583922390639782
3pikJXRL,-0.535750231891871
3pxOEGHL,-0.169642524374649
3QG0z6fl,-1.28026316165924
3ttdV3f5,-0.383649789413903
3v4X6Mfe,2.02172204852104
3wORuPiv,-0.226497714454308
3WS8R9qm,-0.596372947376221
43EfrxZj,-0.579512225836515
457Vwm21,0.572264640405774
46KNnOdx,-0.835106080770493
47TwNsVC,-0.517948262579739
49856RpO,-0.206868015415966
4Ane1o2N,-0.136665762843768
4AyVUgSc,-0.237984910793602
4B1951On,-0.0858986932784319
4eQ90eLY,-0.0984635412693024
4o5jwMj8,-0.627727882564068
4OL39Teo,-0.360493914783001
4vPgpl2c,-0.352142620459199
51r9aA0d,0.0920314793009311
58SmeRoP,-0.0353106817230582
5a8sf6QV,0.634828093647957
5eSvmqYm,-0.0688551921397448
5HJp1AXn,-0.662361088395119
5hkN8fiv,-1.11406792104244
5MBZW7fx,0.723530849814415
5Nq3gHaP,0.196581418672577
5oK8Gti5,-0.906018972396851
5paniGaU,-0.313838320411742
5RmwFFK3,-0.333116936683655
5Tu5Jbov,-0.506935454905033
5vsr7ZUP,1.25391104519367
5YEolkev,0.0996107831597328
60B4xMWI,0.371632288396358
64jOUtKy,-0.0756474567111582
6AJo4xNG,-0.464729957282543
6CAvhEte,-0.852508962154388
6CuGYjT5,1.6993557035923
