PIDN,SOC
09gt9UK5,-0.563342045247555
0BVvxJ6a,0.204524681344628
0dTqplIM,0.463157434016466
0KbdgApg,0.165994789847173
0lNiZicC,-0.591059006750584
0MnuuduB,0.0842846388928592
0PcIsF9z,0.232173595577478
0rGeJ0QN,0.0704228196758777
0ShTFLYJ,-0.737869369983673
0sXI9ytQ,-0.562286733835936
0ukt4aP6,-0.586988916993141
0XZh9jka,0.176720497757196
0Y7Wegri,-0.195740771945566
1AGspb8f,-0.0397483870154247
1arHxK3Y,0.350126654654741
1Csy0gvE,-0.54113824814558
1fCW4Bba,-0.502541843056679
1Ic2hly1,-0.392744138091803
1PPbaTwt,-0.471089482307434
1qDZNvIm,-0.691836768388748
1SO5VJNy,-0.437025552988052
28LYJC2V,0.470247180759907
2cx85d9H,0.107372613670304
2CzACvQq,-0.485109400749207
2FT3crfv,0.256126415845938
2Fy2uHVg,-0.496337655186653
2homMXMV,0.0542405875981785
2ldLrUtq,-0.44582357853651
2MkMEApm,-0.529647317528725
2NDGWEOe,-0.561362944543362
2nsACW6G,0.768364335596561
2NyyCiqn,-0.412027049064636
2QcbdrUZ,-0.42923307493329
2QRzIb84,-0.403389769792557
2YgAimWK,-0.551996940374374
2yMbVnWc,2.21442317962646
36r8sgGQ,-0.699086794257164
3fRLm8f5,-0.00377288868185133
3mZhp1nQ,-0.694063198566437
3NXAXCl3,0.0190289877355099
3pikJXRL,0.153088970592944
3pxOEGHL,-0.672317862510681
3QG0z6fl,-0.408455774188042
3ttdV3f5,0.0988058752380312
3v4X6Mfe,-0.43907447680831
3wORuPiv,0.0210210677236319
3WS8R9qm,0.99071496129036
43EfrxZj,0.108146642032079
457Vwm21,0.348592249304056
46KNnOdx,-0.122781420667889
47TwNsVC,0.698336898908019
49856RpO,-0.311624250560999
4Ane1o2N,-0.421542180329561
4AyVUgSc,-0.578724192082882
4B1951On,-0.131111953407526
4eQ90eLY,0.700621645152569
4o5jwMj8,-0.630783411860466
4OL39Teo,0.258611435815692
4vPgpl2c,-0.612382762134075
51r9aA0d,-0.620421558618546
58SmeRoP,-0.258200672268868
5a8sf6QV,0.189702302403748
5eSvmqYm,-0.360822193324566
