PIDN,pH
09gt9UK5,-1.13175115287304
0BVvxJ6a,0.877591687440872
0dTqplIM,0.407131001725793
0KbdgApg,0.0289907077327371
0lNiZicC,-1.07739290595055
0MnuuduB,-0.214221894834191
0PcIsF9z,-1.48138200640678
0rGeJ0QN,-0.673954050242901
0ShTFLYJ,-0.444281616900116
0sXI9ytQ,-0.305420789623167
0ukt4aP6,1.82657101750374
0XZh9jka,-0.600565975159407
0Y7Wegri,0.645427449047565
1AGspb8f,-1.0758764475584
1arHxK3Y,1.43032061457634
1Csy0gvE,-0.0481684491038322
1fCW4Bba,-0.527999568358064
1Ic2hly1,-0.49059426933527
1PPbaTwt,-0.709812127053738
1qDZNvIm,-0.00717917354777455
1SO5VJNy,-0.156474500335753
28LYJC2V,-0.949885967373848
2cx85d9H,-0.178642747877166
2CzACvQq,1.81119909286499
2FT3crfv,0.424685127101839
2Fy2uHVg,-0.508357374370098
2homMXMV,-1.395386749506
2ldLrUtq,0.7391012981534
2MkMEApm,-0.269991816580296
2NDGWEOe,1.6013320684433
2nsACW6G,-1.26533834040165
2NyyCiqn,-0.0756634931080043
2QcbdrUZ,-0.156831502821296
2QRzIb84,1.84396827220917
2YgAimWK,-0.178266303054988
2yMbVnWc,-1.27438911795616
36r8sgGQ,-0.180179970897734
3fRLm8f5,-0.763319790363312
3mZhp1nQ,-0.272757160384208
3NXAXCl3,-1.00268388390541
3pikJXRL,-1.10263420343399
3pxOEGHL,-0.534762937575579
3QG0z6fl,-1.19313008189201
3ttdV3f5,-0.323981543816626
3v4X6Mfe,2.15898976922035
3wORuPiv,-0.554011560231447
3WS8R9qm,-1.01794520020485
43EfrxZj,-0.299189588055015
457Vwm21,0.340231725480407
46KNnOdx,-0.979443752765656
47TwNsVC,-0.987437023222446
49856RpO,-0.452227953821421
4Ane1o2N,0.263002526760101
4AyVUgSc,-0.0414722901768982
4B1951On,0.0685038114897907
4eQ90eLY,-0.278967612609267
4o5jwMj8,-0.712404838204384
4OL39Teo,-0.338074821978807
4vPgpl2c,-0.280023721884936
51r9aA0d,0.516345193237066
58SmeRoP,-0.0604011789429933
5a8sf6QV,0.355659022927284
5eSvmqYm,0.163465157011524
5HJp1AXn,-0.58425460755825
5hkN8fiv,-1.24949339032173
5MBZW7fx,1.07359221577644
5Nq3gHaP,0.0327882833778858
5oK8Gti5,-0.65551710575819
5paniGaU,-0.730483773350716
5RmwFFK3,-0.492415487393737
5Tu5Jbov,-0.34430270716548
5vsr7ZUP,1.31654290854931
5YEolkev,0.120198813732713
60B4xMWI,0.733662639558315
64jOUtKy,-0.30494427299127
6AJo4xNG,-0.67701310813427
6CAvhEte,-0.71726299226284
6CuGYjT5,1.78467285633087
6DGH8ujZ,-1.19926713109016
6eUWsVzw,1.46456652283669
6gNyO7Do,-0.127625083737075
6jT0AyHe,0.807992525398731
6nBgCvWu,-0.442727999389172
6PzsGdVm,-0.87813957631588
6ro5mqg6,-0.308105657622218
6sGqObX4,-0.696995221450925
6UcSJMbq,0.782352262735367
6uEGy0n4,2.21776990294456
6WJbkH8U,1.87230964899063
7aF7nnwn,-0.637325288355351
7asGzfX9,-0.14556378852576
7BZ4LxP8,-0.196004173159599
7cg7C92o,0.377980647678487
7CmigXKi,-1.04849280714989
7eOxTpsB,-0.0359027124941349
7ey0v7ma,-1.01743837594986
7Ga0LpfR,-0.942282921075821
7gocyrYl,-0.432837127894163
7gqR3GoA,-0.653822576999664
7og7aUXB,0.86664679646492
7onRfa8F,1.28779013752937
7PQsFvsG,-1.47905519008636
7umkNuxM,0.268907866440713
7vPr9ExD,0.0639354649931192
7zNjpCzu,-0.355782504379749
7ztsQNj3,-0.0402822474017739
86gppwMI,-1.06585847139359
88thAGdL,0.126580274943262
8ajs2uG8,-0.492846953123808
8bXnz62p,0.161005259351805
8GhU8STP,1.2296134531498
8NlzDcWe,-0.679461279511452
8nO1O1LG,1.29944407343864
8QAejdLW,0.0533758010162273
8RDeFxWM,0.104834152664989
8UXP2NBS,-0.693847990036011
8xE1p8g8,-0.443190193921328
8yMDVMRM,-0.828597667813301
8ZoV3KGT,0.226786450110376
98R5VaPi,2.21517090797424
9DcTz2Ua,1.72270879745483
9G7nfUrK,-0.198709621466696
9iQwmFJR,-0.471662049740553
9O6GZ1HT,0.884804254770279
9S7fCoAM,-0.279764114599675
A3Mt6SAQ,2.51771696209908
a7bhJGBU,1.44474291801453
AaFvEoHq,-0.588540829718113
abCzN1zx,-1.19542910158634
ae7sMiB4,-0.349684027582407
afsVuCGV,-0.555272310227156
aHpv6KzP,1.71230751872063
AiIPD6hX,-0.347841429896653
aINzEBVN,-0.483485147356987
aiwBQETI,0.388537894922774
aiyli4EI,1.78285090327263
AJIsQIcV,-0.792203377187252
AMHKXMh8,1.85197303295136
aP9EtTGF,1.88747251629829
apJ7NmzD,1.82316432595253
AsIURvJS,0.0684156444098335
AsvgbJ0C,-0.731943888962269
ASwA2J4E,0.147916574380361
atVjNMtQ,-1.38351374566555
aV6EhtSL,0.111115099163726
aVZsXKoH,1.78427395820618
AxEhbkCM,-0.662750858068466
aYVnVJvc,0.177991218818352
b5GirVGV,0.302510786056519
B7VPkIpx,0.356536765396595
b9SpMjNB,0.31230527726002
bAFs37yy,0.0953415511641651
bat8tcGs,0.231713815778494
BBwHqHiH,0.203400462586433
bDia1hHV,0.23845386011526
bfjej4wu,-0.740254867076874
bFkv5Mtr,-0.380548941809684
bh04YDiP,-0.0365440570982173
bHe2IXgA,-1.5713975071907
BMyps8hr,-0.836911183595657
BUHS4dQw,0.231266508949921
bWX3vUm5,0.347146840579808
BZB3EYWQ,0.282039350830019
c110Fdc8,0.110978998348583
c32GUzMa,-1.39244010448456
C5gIfQbJ,-1.19976380467415
C5UPCZcL,1.90348501205444
CDRuu4Pn,-0.250143391825259
ceNvS3yd,-1.14649161696434
ChnD1nrN,-0.550258507579565
ChQdtl4J,-0.426898215711117
cmwdt4Av,1.51420757770538
cn4EHsup,-1.48882261514664
CQhTYkqE,0.784690229594707
crVOGGTT,-0.121364274898951
CSEobMXv,-0.922590461373329
csPEJ1E5,-0.292381461928017
cT6uU0B0,-0.977236953377724
CvtbbIcq,1.46377365589142
cWXCiFwh,-0.843579167127609
Cxk06b77,0.417262725159526
CYMQE4x0,1.34728627800941
d0UrRtMk,-0.800111699104309
D3QD3ZEJ,0.508521263301372
d6LU4G4I,-1.11571484804153
d74T1DVv,-1.2370877623558
D8J5C6lA,1.02353421151638
DCeQwYfT,-0.389797643572092
DDEftkx3,-0.743163844943047
de43ycXY,0.821913237124681
DEwCfeDW,-0.148461893526837
dfIn7m9z,-0.5002944432199
dhmb9ZY9,1.32027222514153
DMkIV4oL,-0.743743309378624
dn8kCuyf,-0.50176384113729
DnzGfbxS,-0.638463915884495
DoZxo6f6,-0.276277154171839
dpcquvWW,0.0429711560951546
dqcbIMyr,-1.16580311655998
dR6rM1tQ,0.146893799118698
drWgsBf5,-0.0881782318465412
dUnlyhj7,1.04001884758472
dUNxOoqg,-0.735449740290642
dVDlnZQ6,-1.21254472136497
DvhBPGIk,-0.286661678180099
dVT26GDu,-0.138949808198959
Dx7GoUcT,-0.567836844921112
dytx0HSe,-0.884943979978561
e4KkkIha,2.25825656056404
E5hIjohO,-0.217533965036273
E6x4XGHt,-0.56920440196991
e9YorH4m,1.2876950442791
eaIwb3rG,0.182735005021095
eB9gVQ0R,-0.0607269637286663
EDEpAzh1,-0.58533640652895
Ehw2Jz6s,-0.287496711872518
EjqzC4zH,-0.0676113928668201
EkMZO3Qj,-0.615776942670345
eMhLFqU6,-1.24451844990253
eMllg1qm,0.953034937381744
EnoNXWvU,0.756595809757709
eNPunZ9i,-1.21911641061306
Epv8ANwr,-0.119499891897431
eS5BSM4J,-0.592459484934807
ETGudkQt,-0.183856264036149
Etro9j0B,0.500443886965513
EUleKrLJ,1.5661348938942
eVGMFoOI,0.802708829939365
eyzw8Vis,-0.896613919734955
f04Ke2bN,-0.781792587041855
F3MIZj76,-0.954234904050827
f4GA0te1,-0.472689259797335
f7bd91h5,-0.0716587255708873
favPNA2N,-1.06750196516514
FaW764jk,0.463476420938969
fB7z9ndr,-0.184440340753645
FB8tU00K,-1.10815554261208
FeAbMXly,-1.11301455497742
fEe7AWFA,0.489355793967843
FeudaFXn,2.0790232360363
fJJIbgY9,0.956446699798107
FldUmFeM,1.67120002508163
FLhxBGMK,0.775925512611866
Fnv5tfAm,-0.37810684973374
fQBURMvg,0.143497639824636
FRreR8ka,-0.71022458076477
fS0HpOub,0.3176210090518
fTDXauuk,1.5444622695446
FvrAd3Or,0.876621970534325
FXne4oAV,1.0813124448061
g3Fv0U4k,-1.13803326487541
G48zHffi,1.4211081802845
g5PKo2E2,1.29992722272873
G76zCv5N,0.256125770416111
G7JGUdNf,0.364231838844717
gbjnD5fe,-0.490513625741005
GCo6MONx,1.14177029728889
GE0vbpVQ,0.519453252106905
ge9zqXCv,0.184725969575811
geeqJpSE,-0.204436622280627
GemPjTJ9,-1.09891899228096
GkLYRm1K,1.70919468402863
GmlqP8eI,-0.346286226948723
GN0DfOqt,-0.251437748753233
