PIDN,SOC
09gt9UK5,-0.603744399547577
0BVvxJ6a,0.150838791648857
0dTqplIM,0.42221263423562
0KbdgApg,0.303979988396168
0lNiZicC,-0.530759580433369
0MnuuduB,0.419532641023397
0PcIsF9z,0.274244403745979
0rGeJ0QN,0.0961006387602538
0ShTFLYJ,-0.669479374587536
0sXI9ytQ,-0.555104292929173
0ukt4aP6,-0.528349512815475
0XZh9jka,0.240938170813024
0Y7Wegri,-0.24052680330351
1AGspb8f,0.0632034059613943
1arHxK3Y,0.322347056493163
1Csy0gvE,-0.453784038126469
1fCW4Bba,-0.383049600571394
1Ic2hly1,-0.225003493763506
1PPbaTwt,-0.440376067906618
1qDZNvIm,-0.723120418190956
1SO5VJNy,-0.416828934848309
28LYJC2V,0.60119770616293
2cx85d9H,0.292290164344013
2CzACvQq,-0.2591672424227
2FT3crfv,0.0524358138907701
2Fy2uHVg,-0.458665566146374
2homMXMV,0.200503667950397
2ldLrUtq,-0.358256712928414
2MkMEApm,-0.544234520196915
2NDGWEOe,-0.594828347861767
2nsACW6G,0.796198318898678
2NyyCiqn,-0.434330935776234
2QcbdrUZ,-0.247368098050356
2QRzIb84,-0.249723251722753
2YgAimWK,-0.498903867602348
2yMbVnWc,2.36440985202789
36r8sgGQ,-0.712014710903168
3fRLm8f5,0.0260885950410739
3mZhp1nQ,-0.550519897043705
3NXAXCl3,-0.098172603250714
3pikJXRL,-0.0754089833179023
3pxOEGHL,-0.666392081975937
3QG0z6fl,-0.470347833633423
3ttdV3f5,0.112222006102093
3v4X6Mfe,-0.405377922207117
3wORuPiv,0.0298910495825112
3WS8R9qm,0.627668092679232
43EfrxZj,0.109290295164101
457Vwm21,0.506874322891235
46KNnOdx,-0.0514307570643723
47TwNsVC,0.470931505411863
49856RpO,-0.392898584902287
4Ane1o2N,-0.4449776917696
4AyVUgSc,-0.516701890528202
4B1951On,-0.00596584593877196
4eQ90eLY,0.505262180417776
4o5jwMj8,-0.561765703558922
4OL39Teo,0.205106530693592
4vPgpl2c,-0.645979619026184
51r9aA0d,-0.570833705365658
58SmeRoP,-0.0538032216019928
5a8sf6QV,0.0647533336654305
5eSvmqYm,-0.341245223581791
5HJp1AXn,0.592337687313557
5hkN8fiv,0.912050899863243
5MBZW7fx,-0.387772596627474
5Nq3gHaP,0.578184711933136
5oK8Gti5,-0.510566237568855
5paniGaU,-0.724994775652885
5RmwFFK3,-0.201842932403088
5Tu5Jbov,-0.166698085609823
5vsr7ZUP,-0.156991834472865
5YEolkev,-0.465762300789356
60B4xMWI,-0.621805220842361
64jOUtKy,2.32999197840691
6AJo4xNG,-0.075457341899164
6CAvhEte,-0.342408382147551
6CuGYjT5,0.44469492956996
6DGH8ujZ,0.44483974725008
6eUWsVzw,-0.171115405694582
6gNyO7Do,0.813617193698883
6jT0AyHe,0.360365342348814
6nBgCvWu,-0.285595610924065
6PzsGdVm,0.33972123041749
6ro5mqg6,-0.316333338618279
6sGqObX4,-0.462462487816811
6UcSJMbq,-0.524813459813595
6uEGy0n4,-0.542229780554771
6WJbkH8U,-0.101379785686731
7aF7nnwn,-0.695506702363491
7asGzfX9,-0.36240713223815
7BZ4LxP8,-0.4123515881598
7cg7C92o,0.804212707281113
7CmigXKi,-0.374490360170603
7eOxTpsB,-0.525135836005211
7ey0v7ma,-0.164658335386775
7Ga0LpfR,1.1747088342905
7gocyrYl,0.660165609419346
7gqR3GoA,-0.479246972501278
7og7aUXB,0.0806747288675979
7onRfa8F,-0.33778585717082
7PQsFvsG,1.37906543314457
7umkNuxM,0.45487961396575
7vPr9ExD,0.152046246174723
7zNjpCzu,-0.258829003572464
7ztsQNj3,-0.210987151786685
86gppwMI,-0.425870110094547
88thAGdL,-0.350378752499819
8ajs2uG8,-0.407224927842617
8bXnz62p,0.502335945703089
8GhU8STP,0.454156911373138
8NlzDcWe,-0.505818216502666
8nO1O1LG,1.52531712651253
8QAejdLW,0.137379791104468
8RDeFxWM,-0.592305490374565
8UXP2NBS,-0.606839816272259
8xE1p8g8,-0.223675363883376
8yMDVMRM,-0.339683073759079
8ZoV3KGT,-0.389213642477989
98R5VaPi,-0.35838011726737
9DcTz2Ua,0.276369865518063
9G7nfUrK,-0.442490784823894
9iQwmFJR,-0.490079900622368
9O6GZ1HT,-0.529215317964554
9S7fCoAM,-0.171018721838482
A3Mt6SAQ,-0.759259617328644
a7bhJGBU,0.250226588174701
AaFvEoHq,-0.668614247441292
abCzN1zx,0.498629148304462
ae7sMiB4,-0.259683442860842
afsVuCGV,0.323066193237901
aHpv6KzP,0.874698278307915
AiIPD6hX,0.377566166222095
aINzEBVN,-0.31997378449887
aiwBQETI,-0.10070565098431
aiyli4EI,0.627912701666355
AJIsQIcV,-0.191373523883522
AMHKXMh8,-0.512227711081505
aP9EtTGF,-0.575805838406086
apJ7NmzD,-0.401798040419817
AsIURvJS,0.686495912075043
AsvgbJ0C,1.04780815243721
ASwA2J4E,-0.40904193520546
atVjNMtQ,1.09877246618271
aV6EhtSL,-0.30458553545177
aVZsXKoH,-0.599441429972649
AxEhbkCM,-0.485791196674109
aYVnVJvc,0.75632848739624
b5GirVGV,-0.575537322461605
B7VPkIpx,-0.633208644390106
b9SpMjNB,-0.212251765094697
bAFs37yy,-0.641558295488358
bat8tcGs,-0.00587469283491373
BBwHqHiH,-0.0733013954479247
bDia1hHV,-0.105851891264319
bfjej4wu,-0.175672423699871
bFkv5Mtr,0.150585171021521
bh04YDiP,0.0805840858258307
bHe2IXgA,1.8423264503479
BMyps8hr,-0.290811169147491
BUHS4dQw,3.24855825901032
bWX3vUm5,0.26493756249547
