PIDN,pH
09gt9UK5,-1.331843739748
0BVvxJ6a,1.08693742156029
0dTqplIM,0.575815065950155
0KbdgApg,0.247074322262779
0lNiZicC,-1.18673292696476
0MnuuduB,-0.0282247349619865
0PcIsF9z,-1.36097356081009
0rGeJ0QN,-0.675360135734081
0ShTFLYJ,-0.598338425159454
0sXI9ytQ,-0.356134591903538
0ukt4aP6,1.36041730046272
0XZh9jka,-0.393044685013592
0Y7Wegri,0.599750199913979
1AGspb8f,-0.730076114833355
1arHxK3Y,1.10949865877628
1Csy0gvE,-0.255752429086715
1fCW4Bba,-0.331841739267111
1Ic2hly1,-0.308646152447909
1PPbaTwt,-0.850355571508408
1qDZNvIm,-0.0222326667513698
1SO5VJNy,0.0792569782584906
28LYJC2V,-0.820528435707092
2cx85d9H,-0.142594766477123
2CzACvQq,1.75564066171646
2FT3crfv,0.492199085652828
2Fy2uHVg,-0.676687376201153
2homMXMV,-1.17023017704487
2ldLrUtq,0.0136646204860881
2MkMEApm,-0.244847169518471
2NDGWEOe,0.951629695296287
2nsACW6G,-0.377396026626229
2NyyCiqn,-0.0163248423719779
2QcbdrUZ,-0.0246473379433155
2QRzIb84,1.38488882780075
2YgAimWK,0.0278957406175323
2yMbVnWc,-1.01209955513477
36r8sgGQ,-0.2329669136554
3fRLm8f5,-0.425798438489437
3mZhp1nQ,0.000442126393318176
3NXAXCl3,-0.718611165881157
3pikJXRL,-0.610992966592312
3pxOEGHL,-0.540247762203217
3QG0z6fl,-1.28383425474167
3ttdV3f5,-0.266716718301177
3v4X6Mfe,2.11957864761353
3wORuPiv,-0.571815622597933
3WS8R9qm,-0.576074098050594
43EfrxZj,-0.435333409160376
457Vwm21,0.446471270546317
46KNnOdx,-0.946801447868347
47TwNsVC,-0.572692219913006
49856RpO,-0.288957883045077
4Ane1o2N,-0.29732870310545
4AyVUgSc,-0.727987658977509
4B1951On,-0.27209699228406
4eQ90eLY,-0.296130872319918
4o5jwMj8,-0.669604264199734
4OL39Teo,-0.327095446176827
4vPgpl2c,-0.457372393459082
51r9aA0d,-0.0567556384252384
58SmeRoP,-0.0162359345704317
5a8sf6QV,0.682136961817741
5eSvmqYm,-0.236115723848343
5HJp1AXn,-0.584794898331165
5hkN8fiv,-1.1907466083765
5MBZW7fx,0.263707143161446
5Nq3gHaP,-0.144259622134268
5oK8Gti5,-0.957681998610497
5paniGaU,-0.44202769137919
5RmwFFK3,-0.280769784655422
5Tu5Jbov,-0.646250246465206
5vsr7ZUP,1.49312488436699
5YEolkev,-0.278950596041977
60B4xMWI,0.147975589963607
64jOUtKy,-0.0871805682894774
6AJo4xNG,-0.233638918399811
6CAvhEte,-0.980026361346245
6CuGYjT5,1.19135889708996
6DGH8ujZ,-1.12754101753235
6eUWsVzw,1.5330599963665
6gNyO7Do,0.00293630457454128
6jT0AyHe,0.945634353160858
6nBgCvWu,-0.171634742617607
6PzsGdVm,-0.538447788357735
6ro5mqg6,-0.336015819385648
6sGqObX4,-0.597487291693687
6UcSJMbq,-0.0301567404996604
6uEGy0n4,1.52103623747826
6WJbkH8U,1.40169393420219
7aF7nnwn,-0.635861080884933
7asGzfX9,-0.395224903523922
7BZ4LxP8,-0.279846409521997
7cg7C92o,7.18341208994389e-05
7CmigXKi,-1.23402091264725
7eOxTpsB,0.394462505495176
7ey0v7ma,-0.482641808968037
7Ga0LpfR,-0.736046688258648
7gocyrYl,0.109865333139896
7gqR3GoA,-0.513664203882217
7og7aUXB,0.216430458892137
7onRfa8F,0.864669504761696
7PQsFvsG,-1.44756899476051
7umkNuxM,0.293727048113942
7vPr9ExD,0.375489889085293
7zNjpCzu,-0.43792721554637
7ztsQNj3,-0.0578891983255744
86gppwMI,-0.949768459796905
88thAGdL,0.301423590257764
8ajs2uG8,-0.331872149370611
8bXnz62p,-0.283140741987154
8GhU8STP,1.02050637900829
8NlzDcWe,-0.928439092636108
8nO1O1LG,1.23336548805237
8QAejdLW,0.396267800033092
8RDeFxWM,-0.0595861705136485
8UXP2NBS,-0.573786430805922
8xE1p8g8,-0.492296553775668
8yMDVMRM,-0.786613875627518
8ZoV3KGT,0.0890900440514088
98R5VaPi,1.77556353211403
9DcTz2Ua,1.5008226454258
9G7nfUrK,-0.502736182510853
9iQwmFJR,-0.584733393788338
9O6GZ1HT,0.165081527223811
9S7fCoAM,-0.115995882870629
A3Mt6SAQ,1.76339787840843
a7bhJGBU,1.46174214482307
AaFvEoHq,0.0955006778240204
abCzN1zx,-1.22686370313168
ae7sMiB4,-0.493794228136539
afsVuCGV,-0.00386158861219883
aHpv6KzP,1.40871297121048
AiIPD6hX,-0.461556260287762
aINzEBVN,-0.692024376988411
aiwBQETI,0.619620482623577
aiyli4EI,1.29211678802967
AJIsQIcV,-0.985249564051628
AMHKXMh8,1.6790995657444
aP9EtTGF,1.16869739890099
apJ7NmzD,1.30650514960289
AsIURvJS,-0.305428386293352
AsvgbJ0C,-0.445748392678797
ASwA2J4E,0.381395383179188
atVjNMtQ,-0.789801251888275
aV6EhtSL,-0.191365981008857
aVZsXKoH,1.13589172959328
AxEhbkCM,-0.496585043706
aYVnVJvc,0.653449685126543
b5GirVGV,-0.0174675837159157
B7VPkIpx,-0.0834312262013555
b9SpMjNB,-0.0621775325271301
bAFs37yy,-0.111588878696784
bat8tcGs,-0.115543177712243
BBwHqHiH,0.799018569290638
bDia1hHV,0.568875358998776
bfjej4wu,-1.02784454524517
bFkv5Mtr,-0.425461146235466
bh04YDiP,0.298614903539419
bHe2IXgA,-1.21128424406052
BMyps8hr,-0.946517109870911
BUHS4dQw,0.841317048668861
bWX3vUm5,0.671898645162582
BZB3EYWQ,0.118767843602109
c110Fdc8,0.13096015099436
c32GUzMa,-1.20712156891823
C5gIfQbJ,-0.731592285633087
C5UPCZcL,1.40713402330875
CDRuu4Pn,-0.40178135111928
ceNvS3yd,-0.816785287857056
ChnD1nrN,-0.821535167098045
ChQdtl4J,-0.226070284191519
cmwdt4Av,1.22921524345875
cn4EHsup,-1.35495437979698
CQhTYkqE,0.761607223749161
crVOGGTT,-0.270789552060887
CSEobMXv,-0.488961140811443
csPEJ1E5,-0.223077576979995
cT6uU0B0,-1.00507398545742
CvtbbIcq,0.908821749687195
cWXCiFwh,-0.763168412446976
Cxk06b77,0.0112884429167025
CYMQE4x0,1.21585678756237
d0UrRtMk,-0.751793000102043
D3QD3ZEJ,0.448138921707869
d6LU4G4I,-1.24622626304626
d74T1DVv,-0.93947626054287
D8J5C6lA,0.696770037710667
DCeQwYfT,-0.501905308663845
DDEftkx3,-0.780853655934334
de43ycXY,-0.109601870691404
DEwCfeDW,-0.629667490720749
dfIn7m9z,-0.264535739365965
dhmb9ZY9,1.15558974146843
DMkIV4oL,-0.785634008049965
dn8kCuyf,-0.784686639904976
DnzGfbxS,-0.716879522800446
DoZxo6f6,-0.29937621736899
dpcquvWW,-0.25670839138329
dqcbIMyr,-1.13097816705704
dR6rM1tQ,0.220519835874438
drWgsBf5,-0.260245800018311
dUnlyhj7,0.71883262693882
dUNxOoqg,-0.987084487080574
dVDlnZQ6,-0.682469883561134
DvhBPGIk,-0.284229445457458
dVT26GDu,-0.415046619903296
Dx7GoUcT,-0.312667739205062
dytx0HSe,-0.934975320100784
e4KkkIha,1.8803301513195
E5hIjohO,-0.00833527084323578
E6x4XGHt,-0.902681964635849
e9YorH4m,0.789589174091816
