PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.476035642623901,0.0634650901192799,-0.888701394200325,-0.620256677269936,0.79654706120491
0BVvxJ6a,0.205365927578532,0.207047998229973,0.773413958866149,0.0537430732045323,-0.901884957402945
0dTqplIM,0.0366808316204697,-0.254986719228327,0.783274053037167,0.300116365030408,-0.914729580283165
0KbdgApg,-0.13220144463703,0.41421854570508,-0.0551823585294187,0.231846705079079,-0.861619055271149
0lNiZicC,-0.462854582071304,-0.598745553940535,-1.31342740058899,-0.690752464532852,0.711451433598995
0MnuuduB,-0.294105733931065,0.205369663052261,-0.147773810103536,0.430806818604469,-0.364723343774676
0PcIsF9z,-0.496199950575829,-0.602296084910631,-1.49207348227501,-0.00387622027192265,-0.247339902818203
0rGeJ0QN,-0.376808018237352,-0.170318495295942,-0.787081733345985,0.361806774884462,-0.865173298120499
0ShTFLYJ,-0.461220047622919,-0.763689480721951,-0.708837199211121,-0.826580315828323,0.26110914084129
0sXI9ytQ,-0.433942648768425,-0.445158855617046,-0.742383863031864,-0.78698456287384,1.29879307448864
0ukt4aP6,0.373442947864532,-0.141753906570375,1.70317516326904,-0.501222873479128,-0.362221811711788
0XZh9jka,-0.250231029524002,0.473137700371444,0.736365069448948,0.533861416950822,-0.496071901917458
0Y7Wegri,-0.293597593903542,3.19619806408882,0.434392757341266,-0.0844516677781939,0.612336896359921
1AGspb8f,-0.467018629610538,-0.295874246954918,-1.06385485231876,-0.117074780515395,-1.16458886563778
1arHxK3Y,0.99445381462574,0.230996843334287,1.85247212648392,0.49894253462553,-0.427906383574009
1Csy0gvE,-0.434198088943958,0.0169433314353228,0.488484125584364,-0.683717601001263,0.531487197428942
1fCW4Bba,-0.387173450738192,0.232687855418772,0.11730619603768,-0.407883305847645,0.672884406149387
1Ic2hly1,-0.275329907983542,0.424542385409586,0.813251139223576,-0.190606860257685,0.587592296302319
1PPbaTwt,-0.353573676198721,0.184121216461062,-0.374451145902276,-0.635918720066547,0.98205127120018
1qDZNvIm,-0.486768852174282,0.14878192344986,-0.744035321474075,-0.718487986922264,1.6105695605278
1SO5VJNy,-0.400373733043671,0.102836621785536,-0.14332812554203,-0.53568143248558,0.801014402508736
28LYJC2V,-0.40002475976944,-0.103965565189719,-0.948358631134033,0.620424798130989,-0.775767475366592
2cx85d9H,0.104766441276297,0.336207628436387,-0.445227099210024,0.376730474829674,-1.15865249335766
2CzACvQq,0.548633054643869,1.03093337714672,2.00894551277161,-0.412053981423378,-0.203920483868569
2FT3crfv,-0.225934176240116,0.0881886191666126,0.63587493780069,0.145305449538864,-0.634441698353476
2Fy2uHVg,-0.45085971057415,-0.15059289066121,-0.652236378192902,-0.423675035685301,-0.581208989024162
2homMXMV,-0.423313872516155,-0.499985735118389,-1.12821317315102,-0.10001678254921,0.262914334563538
2ldLrUtq,-0.328603523224592,-0.25283665843308,0.873541596531868,-0.526049755513668,-0.182055600453168
2MkMEApm,-0.440494239330292,-0.171546849608421,0.225639959890395,-0.557759991288185,1.12087212502956
2NDGWEOe,0.545787297561765,0.826962979882956,1.50687891542912,-0.514335304498672,-0.333606787770987
2nsACW6G,-0.294473296776414,0.10397896533832,-0.453159663639963,1.04075440615416,-0.799333947151899
2NyyCiqn,-0.396992489695549,-0.0874469194095582,-0.343239348754287,-0.528508752584457,1.05961520373821
2QcbdrUZ,-0.433675500005484,-0.678484592586756,0.0407735469285399,-0.447213578224182,0.496735993027687
2QRzIb84,0.135072308022063,0.368447030521929,2.09612084031105,-0.386563463509083,0.319854107499123
2YgAimWK,-0.356874732673168,0.556234389171004,0.470475827902555,-0.518551571667194,0.79605043977499
