PIDN,Ca
09gt9UK5,-0.476035642623901
0BVvxJ6a,0.205365927578532
0dTqplIM,0.0366808316204697
0KbdgApg,-0.13220144463703
0lNiZicC,-0.462854582071304
0MnuuduB,-0.294105733931065
0PcIsF9z,-0.496199950575829
0rGeJ0QN,-0.376808018237352
0ShTFLYJ,-0.461220047622919
0sXI9ytQ,-0.433942648768425
0ukt4aP6,0.373442947864532
0XZh9jka,-0.250231029524002
0Y7Wegri,-0.293597593903542
1AGspb8f,-0.467018629610538
1arHxK3Y,0.99445381462574
1Csy0gvE,-0.434198088943958
1fCW4Bba,-0.387173450738192
1Ic2hly1,-0.275329907983542
1PPbaTwt,-0.353573676198721
1qDZNvIm,-0.486768852174282
1SO5VJNy,-0.400373733043671
28LYJC2V,-0.40002475976944
2cx85d9H,0.104766441276297
2CzACvQq,0.548633054643869
2FT3crfv,-0.225934176240116
2Fy2uHVg,-0.45085971057415
2homMXMV,-0.423313872516155
2ldLrUtq,-0.328603523224592
2MkMEApm,-0.440494239330292
2NDGWEOe,0.545787297561765
2nsACW6G,-0.294473296776414
2NyyCiqn,-0.396992489695549
2QcbdrUZ,-0.433675500005484
2QRzIb84,0.135072308022063
2YgAimWK,-0.356874732673168
2yMbVnWc,-0.354933351278305
36r8sgGQ,-0.423426720499992
3fRLm8f5,-0.341677381843328
3mZhp1nQ,-0.486757770180702
3NXAXCl3,-0.381155129149556
3pikJXRL,-0.360704429540783
3pxOEGHL,-0.468227791786194
3QG0z6fl,-0.395195728540421
3ttdV3f5,-0.433014725893736
3v4X6Mfe,1.29234671592712
3wORuPiv,-0.400567725300789
3WS8R9qm,-0.451357927545905
43EfrxZj,-0.142819890938699
457Vwm21,-0.00238319033232983
46KNnOdx,-0.469147472083569
47TwNsVC,-0.356614269316196
49856RpO,-0.385231503099203
4Ane1o2N,-0.445558568835258
4AyVUgSc,-0.455999384820461
4B1951On,-0.0924385221675038
4eQ90eLY,-0.136782130412757
4o5jwMj8,-0.410163544118404
4OL39Teo,-0.118253380618989
4vPgpl2c,-0.471743902564049
51r9aA0d,-0.431757222115993
58SmeRoP,-0.355419614166021
5a8sf6QV,0.060616188053973
5eSvmqYm,-0.400621944665909
5HJp1AXn,-0.432096840441227
5hkN8fiv,-0.402464789897203
5MBZW7fx,0.0135583600495011
5Nq3gHaP,0.148388218367472
5oK8Gti5,-0.454769848287106
5paniGaU,-0.486784671247005
5RmwFFK3,0.212404599692673
5Tu5Jbov,-0.440639574825764
5vsr7ZUP,0.571268505603075
5YEolkev,-0.333286590129137
60B4xMWI,-0.299924649298191
64jOUtKy,-0.0435701315756887
6AJo4xNG,-0.309006348997355
6CAvhEte,-0.349286687374115
6CuGYjT5,2.45875795483589
6DGH8ujZ,-0.426391951739788
6eUWsVzw,0.54263526648283
6gNyO7Do,0.134158641914837
6jT0AyHe,-0.0477120106108487
6nBgCvWu,-0.491326154768467
6PzsGdVm,-0.366312602907419
6ro5mqg6,-0.299740804731846
6sGqObX4,-0.481523762643337
6UcSJMbq,-0.295864510536194
6uEGy0n4,1.67562569379807
6WJbkH8U,0.873754677176475
7aF7nnwn,-0.504157465696335
7asGzfX9,-0.293491792678833
7BZ4LxP8,-0.203141389694065
7cg7C92o,-0.0845094318501651
7CmigXKi,-0.373220543563366
7eOxTpsB,-0.420995333045721
7ey0v7ma,-0.326849683746696
7Ga0LpfR,-0.0693130515515804
7gocyrYl,-0.28351723253727
7gqR3GoA,-0.407360988855362
7og7aUXB,-0.235717860236764
7onRfa8F,0.0413164413534105
7PQsFvsG,-0.444443076848984
7umkNuxM,-0.124063074402511
7vPr9ExD,-0.0220582378096879
7zNjpCzu,-0.392696405947208
7ztsQNj3,-0.394636106491089
86gppwMI,-0.550852623581886
88thAGdL,-0.388580866158009
8ajs2uG8,-0.421886041760445
8bXnz62p,-0.177221400290728
8GhU8STP,1.13005956709385
8NlzDcWe,-0.48918911665678
8nO1O1LG,1.52949459552765
8QAejdLW,-0.210707079200074
8RDeFxWM,-0.385071387141943
8UXP2NBS,-0.472119668126106
8xE1p8g8,-0.413776659965515
8yMDVMRM,-0.396681150794029
8ZoV3KGT,-0.303662638366222
98R5VaPi,0.285620933724567
9DcTz2Ua,2.45180379748344
9G7nfUrK,-0.374305900931358
9iQwmFJR,-0.344475488364696
9O6GZ1HT,-0.123667092854157
9S7fCoAM,-0.425211294740438
A3Mt6SAQ,1.53652019500732
a7bhJGBU,1.53735926151276
AaFvEoHq,-0.376383907347918
abCzN1zx,-0.502601285278797
ae7sMiB4,-0.241935566067696
afsVuCGV,-0.300136059895158
aHpv6KzP,2.62850564718246
AiIPD6hX,-0.276853439211845
aINzEBVN,-0.358647544682026
aiwBQETI,0.0507892936468124
aiyli4EI,0.628987911343575
AJIsQIcV,-0.331654340028763
AMHKXMh8,1.23493656814098
aP9EtTGF,1.88719756007195
apJ7NmzD,1.20998115539551
AsIURvJS,-0.362799513339996
AsvgbJ0C,-0.253879349306226
ASwA2J4E,-0.362944900989532
atVjNMtQ,-0.27052527628839
aV6EhtSL,-0.468092052638531
aVZsXKoH,1.327449208498
AxEhbkCM,-0.313001313060522
aYVnVJvc,-0.0706449687480926
b5GirVGV,-0.436947770416737
B7VPkIpx,-0.314931391179562
b9SpMjNB,-0.316738374531269
bAFs37yy,-0.416637675464153
bat8tcGs,-0.256830029562116
BBwHqHiH,-0.256693731620908
bDia1hHV,-0.279775822162628
bfjej4wu,-0.47542654722929
bFkv5Mtr,-0.256162489578128
bh04YDiP,-0.23970497213304
bHe2IXgA,-0.363793975114822
BMyps8hr,-0.218033135402948
BUHS4dQw,0.183597583882511
bWX3vUm5,-0.102186298137531
BZB3EYWQ,-0.294629924744368
c110Fdc8,-0.339429600536823
c32GUzMa,-0.56204270273447
C5gIfQbJ,-0.351324146613479
C5UPCZcL,2.80141727924347
CDRuu4Pn,-0.30535541549325
ceNvS3yd,-0.451477201282978
ChnD1nrN,-0.451491221785545
ChQdtl4J,-0.475063294172287
cmwdt4Av,2.28697858452797
cn4EHsup,-0.418240681290627
CQhTYkqE,0.365975837036967
crVOGGTT,-0.415991085767746
CSEobMXv,-0.237360946892295
csPEJ1E5,-0.432303355634213
cT6uU0B0,-0.46700663715601
CvtbbIcq,0.698285046219826
cWXCiFwh,-0.493657214939594
Cxk06b77,-0.0531652838923037
CYMQE4x0,0.111409151926637
d0UrRtMk,-0.447878982126713
D3QD3ZEJ,-0.0963171361741843
d6LU4G4I,-0.409964603185654
d74T1DVv,-0.429376025497913
D8J5C6lA,0.807007555663586
DCeQwYfT,-0.14792549208214
DDEftkx3,-0.502240301668644
de43ycXY,-0.0310248650377616
DEwCfeDW,-0.281780548021197
dfIn7m9z,-0.356178920716047
dhmb9ZY9,2.94351134300232
DMkIV4oL,-0.434058113396168
dn8kCuyf,-0.328701281547546
DnzGfbxS,-0.202053529396653
DoZxo6f6,-0.489062267541885
dpcquvWW,-0.40489397495985
dqcbIMyr,-0.606147012114525
dR6rM1tQ,-0.068634509597905
drWgsBf5,-0.395939978957176
dUnlyhj7,0.612262345850468
dUNxOoqg,-0.494077329337597
dVDlnZQ6,-0.231442800536752
DvhBPGIk,-0.369947296380997
dVT26GDu,-0.382544304430485
Dx7GoUcT,-0.49345521479845
dytx0HSe,-0.496020106971264
e4KkkIha,2.13677423000336
E5hIjohO,0.342985959351063
E6x4XGHt,-0.413870519399643
e9YorH4m,-0.323257673531771
eaIwb3rG,-0.260408681957051
eB9gVQ0R,-0.260285860300064
EDEpAzh1,-0.463240405917168
Ehw2Jz6s,-0.388234862685204
EjqzC4zH,-0.292457036301494
EkMZO3Qj,-0.416192450374365
eMhLFqU6,-0.536858901381493
eMllg1qm,0.399399876222014
EnoNXWvU,-0.294148736447096
eNPunZ9i,-0.511540745198727
Epv8ANwr,-0.189242461323738
eS5BSM4J,-0.327875614818186
ETGudkQt,-0.385674422979355
Etro9j0B,-0.11240660334006
EUleKrLJ,2.18204610943794
eVGMFoOI,-0.319321827590466
eyzw8Vis,-0.468659888207912
f04Ke2bN,-0.283915246278048
F3MIZj76,-0.417937171459198
f4GA0te1,-0.356886181235313
f7bd91h5,-0.394772866368294
favPNA2N,-0.478419768810272
FaW764jk,-0.131861726893112
fB7z9ndr,-0.367103721946478
FB8tU00K,-0.438287304341793
FeAbMXly,-0.510898716747761
fEe7AWFA,-0.258017150056548
FeudaFXn,1.3946535974741
fJJIbgY9,0.293636401183903
FldUmFeM,1.09636279940605
FLhxBGMK,-0.0770436484366655
Fnv5tfAm,-0.357654398307204
fQBURMvg,-0.410477682948112
FRreR8ka,-0.50451333373785
fS0HpOub,-0.460878495872021
fTDXauuk,0.131564232241362
FvrAd3Or,-0.371015360951424
FXne4oAV,0.183502066601068
g3Fv0U4k,-0.293962462618947
G48zHffi,0.00997658553533256
g5PKo2E2,0.406214885413647
G76zCv5N,-0.413375005125999
G7JGUdNf,0.111600466771051
gbjnD5fe,-0.394840031117201
GCo6MONx,0.681198351085186
GE0vbpVQ,-0.224634245038033
ge9zqXCv,-0.448836047947407
geeqJpSE,-0.443572127819061
GemPjTJ9,-0.440914236009121
GkLYRm1K,1.38535158038139
GmlqP8eI,-0.352704466879368
GN0DfOqt,-0.389204392582178
GNsTAb1v,-0.47192537933588
GPwmO21z,-0.320686940848827
GqkIrOvf,-0.479386724531651
gqy1J2RS,0.548948359489441
GQYpfLoh,0.22534441864118
GR9knT8n,-0.447639563679695
grlUtS3H,-0.178300991840661
gx965KYj,-0.236260679364204
GXtFFbZy,-0.275646443292499
GYvzvvFD,-0.592448559403419
H0fsegPi,-0.43990678191185
h3F08Vjm,-0.438142798841
H4dHpJjU,1.81643598675728
H5QwJCuU,0.967470306158066
H5uwmSZ0,-0.438660039007664
h6FQG8Iy,-0.221116266399622
h7ftM8b3,1.25551883280277
H8MtbVoL,-0.346212489902973
H9JrUYnp,-0.470672315359116
HdKcxEWr,0.00146490780171007
HecW1iCC,-0.435462768375874
hf65yZkM,0.250916657596827
HHYmmHVk,-0.408939748257399
HJ5U4uqL,-0.518155112862587
