PIDN,Sand
09gt9UK5,0.67515312731266
0BVvxJ6a,-1.15715094506741
0dTqplIM,-1.22083587348461
0KbdgApg,-1.02652422189713
0lNiZicC,0.668865506350994
0MnuuduB,-0.267163710761815
0PcIsF9z,0.038439226243645
0rGeJ0QN,-0.59612332880497
0ShTFLYJ,0.867533253133297
0sXI9ytQ,1.44408357143402
0ukt4aP6,-0.220522894337773
0XZh9jka,-0.50517704305239
0Y7Wegri,0.721104730665684
1AGspb8f,-1.09114252328873
1arHxK3Y,-0.540911977738142
1Csy0gvE,0.605931030213833
1fCW4Bba,0.741437293589115
1Ic2hly1,0.755082848668098
1PPbaTwt,0.897685366868973
1qDZNvIm,1.16841700971127
1SO5VJNy,0.716186572611332
28LYJC2V,-0.612845374643803
2cx85d9H,-0.936383211612701
2CzACvQq,-0.157500029820949
2FT3crfv,-0.980353325605392
2Fy2uHVg,-0.455593426339328
2homMXMV,0.63959851115942
2ldLrUtq,-0.154832928930409
2MkMEApm,1.26119091212749
2NDGWEOe,-0.436728917807341
2nsACW6G,-1.02126692533493
2NyyCiqn,0.658089595288038
2QcbdrUZ,0.363916268199682
2QRzIb84,0.391936890780926
2YgAimWK,1.06807283461094
2yMbVnWc,0.805163568258286
36r8sgGQ,0.710796323418617
3fRLm8f5,0.136249901819974
3mZhp1nQ,0.687105111777782
3NXAXCl3,-0.777738007903099
3pikJXRL,-1.03408684432507
3pxOEGHL,0.668034256994724
3QG0z6fl,0.498986836243421
3ttdV3f5,-0.479263456165791
3v4X6Mfe,-0.174092858307995
3wORuPiv,-0.711025923490524
3WS8R9qm,-0.774243564158678
43EfrxZj,-0.833871904015541
457Vwm21,-0.62382999509573
46KNnOdx,-0.206176625564694
47TwNsVC,-0.937678986787796
49856RpO,-0.886703372001648
4Ane1o2N,0.0723819533188362
4AyVUgSc,0.427616524603218
4B1951On,0.27631071396172
4eQ90eLY,-0.579383974149823
4o5jwMj8,0.441820142418146
4OL39Teo,-0.830678769946098
4vPgpl2c,0.484464351832867
51r9aA0d,0.541950698196888
58SmeRoP,-0.18955314529594
5a8sf6QV,-1.1136412769556
5eSvmqYm,-0.539236780256033
5HJp1AXn,-0.182021648570662
5hkN8fiv,-0.465064841508865
5MBZW7fx,-0.626891268603504
5Nq3gHaP,-0.803865148127079
5oK8Gti5,1.13368001580238
5paniGaU,1.40908118784428
5RmwFFK3,-1.03213799893856
5Tu5Jbov,-0.46228067651391
5vsr7ZUP,-1.1164551705122
5YEolkev,-0.949723547697067
60B4xMWI,0.568849410861731
64jOUtKy,-0.879891338944435
6AJo4xNG,0.640476094186306
6CAvhEte,0.784311207383871
6CuGYjT5,-1.22343915104866
6DGH8ujZ,-0.219549159798771
6eUWsVzw,-0.869964683055878
6gNyO7Do,-1.09374108910561
6jT0AyHe,-1.16149953305721
6nBgCvWu,1.02145612239838
6PzsGdVm,-0.221139568777289
6ro5mqg6,0.285340932570398
6sGqObX4,-0.814832279086113
6UcSJMbq,0.514076019078493
6uEGy0n4,-0.841814951598644
6WJbkH8U,-1.13675093352795
7aF7nnwn,1.05995801985264
7asGzfX9,-0.186816952936351
7BZ4LxP8,-0.67836250513792
7cg7C92o,-0.162952973134816
7CmigXKi,0.33958237580955
7eOxTpsB,0.370960278855637
7ey0v7ma,-1.0110423207283
7Ga0LpfR,-0.739400571584702
7gocyrYl,-0.345986048132181
7gqR3GoA,-0.839543925225735
7og7aUXB,-0.334087935555726
7onRfa8F,0.842552274465561
7PQsFvsG,-0.0334891959559172
7umkNuxM,-0.609671266376972
7vPr9ExD,-1.00018880069256
7zNjpCzu,-0.467826333269477
7ztsQNj3,-0.453679583221674
86gppwMI,1.53222005367279
88thAGdL,0.236839166283607
8ajs2uG8,-0.912820166349411
8bXnz62p,0.439791173115373
8GhU8STP,-0.806752482056618
8NlzDcWe,0.509041374572553
8nO1O1LG,-0.888196325302124
8QAejdLW,-1.18770246505737
8RDeFxWM,0.973768195509911
8UXP2NBS,-0.0231164031662047
8xE1p8g8,-0.353951462544501
8yMDVMRM,-0.667333579063416
8ZoV3KGT,0.0591828323435038
98R5VaPi,0.732658874988556
9DcTz2Ua,-0.566413675993681
9G7nfUrK,0.535402213037014
9iQwmFJR,-0.179400436813012
9O6GZ1HT,-0.194484823662788
9S7fCoAM,0.643009772896767
A3Mt6SAQ,-0.0568625239189714
a7bhJGBU,-0.855170705914497
AaFvEoHq,0.287136794155231
abCzN1zx,-0.906914167106152
ae7sMiB4,-0.866117867827416
afsVuCGV,-0.544749458134174
aHpv6KzP,-0.88997537791729
AiIPD6hX,-0.743589372932911
aINzEBVN,-0.000539279473014176
aiwBQETI,-1.23611317574978
aiyli4EI,0.0461206328007393
AJIsQIcV,0.587245308235288
AMHKXMh8,-0.683626583218575
aP9EtTGF,-0.768130093812943
apJ7NmzD,-0.656668228656054
AsIURvJS,-0.76868881881237
AsvgbJ0C,0.116596846270841
ASwA2J4E,0.62130148857832
atVjNMtQ,-1.10688220262527
aV6EhtSL,-0.364109559357166
aVZsXKoH,-0.806478403508663
AxEhbkCM,-0.551108289510012
aYVnVJvc,-1.05327558219433
b5GirVGV,0.398166824132204
B7VPkIpx,0.0309468191117048
b9SpMjNB,1.04942088425159
bAFs37yy,0.881220111250877
bat8tcGs,-1.29899157881737
BBwHqHiH,-0.862443501502275
bDia1hHV,-1.03274464607239
bfjej4wu,-0.752231610566378
bFkv5Mtr,-0.247828165814281
bh04YDiP,-0.327326355502009
bHe2IXgA,-0.844782151281834
BMyps8hr,-0.95388475060463
BUHS4dQw,-0.804708909988403
bWX3vUm5,-1.00757027864456
BZB3EYWQ,0.621197387576103
c110Fdc8,0.00240854220464826
c32GUzMa,1.48599016666412
C5gIfQbJ,-0.836141188442707
C5UPCZcL,-0.513037755899131
CDRuu4Pn,0.976214820146561
ceNvS3yd,-0.0794889461714774
ChnD1nrN,0.368556548282504
ChQdtl4J,0.455996101349592
cmwdt4Av,-0.947915780544281
cn4EHsup,-0.0573898512870073
CQhTYkqE,-1.3295483648777
crVOGGTT,1.077576354146
CSEobMXv,-0.437439334765077
csPEJ1E5,-0.463928848132491
cT6uU0B0,0.692774365842342
CvtbbIcq,-0.113102934253402
cWXCiFwh,-0.619037272036076
Cxk06b77,0.0126546053681523
CYMQE4x0,0.107259550504386
d0UrRtMk,1.39821862280369
D3QD3ZEJ,0.608780438452959
d6LU4G4I,-0.101251208037138
d74T1DVv,-1.07730441391468
D8J5C6lA,-1.06139641404152
DCeQwYfT,-1.4109039992094
