PIDN,SOC
09gt9UK5,-0.574537798762321
0BVvxJ6a,0.278519498929381
0dTqplIM,0.182598579059777
0KbdgApg,0.182177875447087
0lNiZicC,-0.559814240783453
0MnuuduB,0.380992928147316
0PcIsF9z,-0.0507382809184492
0rGeJ0QN,0.442951886169612
0ShTFLYJ,-0.773316484689712
0sXI9ytQ,-0.823415967822075
0ukt4aP6,-0.512182575464249
0XZh9jka,1.02464465945959
0Y7Wegri,-0.259501693025231
1AGspb8f,0.0728717965073884
1arHxK3Y,0.0711902341805399
1Csy0gvE,-0.651402300596237
1fCW4Bba,-0.46388012226671
1Ic2hly1,-0.218673980981112
1PPbaTwt,-0.566417375206947
1qDZNvIm,-0.783604711294174
1SO5VJNy,-0.525923009216785
28LYJC2V,0.635915178060532
2cx85d9H,0.37618463775143
2CzACvQq,-0.444986198842525
2FT3crfv,0.0431323885917664
2Fy2uHVg,-0.477810098230839
2homMXMV,0.0545231851283461
2ldLrUtq,-0.362738896533847
2MkMEApm,-0.635218866169453
2NDGWEOe,-0.53136932104826
2nsACW6G,1.42717223167419
2NyyCiqn,-0.544586238265037
2QcbdrUZ,-0.36222341171233
2QRzIb84,-0.405847200006247
2YgAimWK,-0.515571296215057
2yMbVnWc,1.84291909337044
36r8sgGQ,-0.74166444838047
3fRLm8f5,0.0450460911728442
3mZhp1nQ,-0.587708692252636
3NXAXCl3,0.209306822530925
3pikJXRL,0.305748427053913
3pxOEGHL,-0.699078485369682
3QG0z6fl,-0.566517959535122
3ttdV3f5,0.125550551572815
3v4X6Mfe,-0.510561852157116
3wORuPiv,0.0126581546734087
3WS8R9qm,1.4236763805151
43EfrxZj,0.306255228444934
457Vwm21,0.367585607804358
46KNnOdx,0.0434077721554786
47TwNsVC,0.663330613076687
49856RpO,-0.262879699841142
4Ane1o2N,-0.471423188596964
4AyVUgSc,-0.487139846384525
4B1951On,-0.221254978235811
4eQ90eLY,0.150522947590798
4o5jwMj8,-0.670351634919643
4OL39Teo,0.306053936854005
4vPgpl2c,-0.610974213480949
51r9aA0d,-0.577889597415924
58SmeRoP,-0.175215835496783
5a8sf6QV,0.12580442553035
5eSvmqYm,-0.14059128141962
5HJp1AXn,0.669207651913166
5hkN8fiv,0.358029594644904
5MBZW7fx,-0.467379288375378
5Nq3gHaP,0.317194758867845
5oK8Gti5,-0.554838983714581
5paniGaU,-0.695651748776436
5RmwFFK3,0.0988396428525448
5Tu5Jbov,-0.24323611445725
5vsr7ZUP,-0.121903689298779
5YEolkev,-0.414140067994595
60B4xMWI,-0.698838883638382
64jOUtKy,1.61908366084099
6AJo4xNG,-0.179776014294475
6CAvhEte,-0.336174776405096
6CuGYjT5,0.569206719845533
6DGH8ujZ,0.0375350943766534
6eUWsVzw,-0.0362984322942793
6gNyO7Do,0.766545835137367
6jT0AyHe,0.182474484480917
6nBgCvWu,-0.451579977571964
6PzsGdVm,0.115342560224235
6ro5mqg6,-0.245173999294639
6sGqObX4,-0.511418630182743
6UcSJMbq,-0.718846574425697
6uEGy0n4,-0.490334870666265
6WJbkH8U,-0.212863297015429
7aF7nnwn,-0.739800143241882
7asGzfX9,-0.242154644429684
7BZ4LxP8,-0.422644584625959
7cg7C92o,0.61393359079957
7CmigXKi,-0.472846733033657
7eOxTpsB,-0.471360336989164
7ey0v7ma,0.0960298846242949
7Ga0LpfR,1.03711600005627
7gocyrYl,0.541709779202938
7gqR3GoA,-0.287174258008599
7og7aUXB,-0.0850126284174621
7onRfa8F,-0.273194259405136
7PQsFvsG,0.808275499939919
7umkNuxM,0.485795415937901
7vPr9ExD,0.184593341313303
7zNjpCzu,-0.259084046445787
7ztsQNj3,-0.0681385334581137
86gppwMI,-0.427028325945139
88thAGdL,-0.449142251908779
8ajs2uG8,-0.277032109443098
8bXnz62p,0.14066902929917
8GhU8STP,0.24038322456181
8NlzDcWe,-0.436142539232969
8nO1O1LG,1.17788543403149
8QAejdLW,0.142304796632379
8RDeFxWM,-0.624358937144279
8UXP2NBS,-0.612023714929819
8xE1p8g8,-0.39561253786087
8yMDVMRM,-0.239278783928603
8ZoV3KGT,-0.391754667460918
98R5VaPi,-0.621670803427696
9DcTz2Ua,0.213457926572301
9G7nfUrK,-0.439685283601284
9iQwmFJR,-0.417377332597971
9O6GZ1HT,-0.702963143587112
9S7fCoAM,-0.351937003061175
A3Mt6SAQ,-0.747939082980156
a7bhJGBU,0.206280591525137
AaFvEoHq,-0.594485162198544
abCzN1zx,0.189871629851405
ae7sMiB4,-0.196440995193552
afsVuCGV,0.64090811163187
aHpv6KzP,0.713535884022713
AiIPD6hX,0.415387383848429
aINzEBVN,-0.494974373281002
aiwBQETI,0.0359042124822736
aiyli4EI,0.383787277713418
AJIsQIcV,-0.269511276856065
AMHKXMh8,-0.440525287017226
aP9EtTGF,-0.584302926063538
apJ7NmzD,-0.442826312035322
AsIURvJS,0.631451247632503
AsvgbJ0C,0.47261816324899
ASwA2J4E,-0.497517694532871
atVjNMtQ,1.28040979802608
aV6EhtSL,-0.56479486823082
aVZsXKoH,-0.53577125929296
AxEhbkCM,-0.556958295404911
aYVnVJvc,0.436623327061534
b5GirVGV,-0.676372802257538
B7VPkIpx,-0.682777650654316
b9SpMjNB,-0.128773315576836
bAFs37yy,-0.630743134021759
bat8tcGs,-0.291933672875166
BBwHqHiH,-0.0411681691650301
bDia1hHV,0.00214711950393394
bfjej4wu,0.0886248909402639
bFkv5Mtr,0.0308506214059889
bh04YDiP,0.26733965408057
bHe2IXgA,1.38426074683666
BMyps8hr,-0.266517907381058
BUHS4dQw,2.3738222181797
bWX3vUm5,0.309767822083086
BZB3EYWQ,-0.266947054304183
c110Fdc8,-0.47809319794178
c32GUzMa,0.0885841015726328
C5gIfQbJ,0.561176021024585
C5UPCZcL,0.265117651503533
CDRuu4Pn,-0.705076736211777
ceNvS3yd,-0.162932973273564
ChnD1nrN,-0.62104249894619
ChQdtl4J,-0.543780790269375
cmwdt4Av,0.00713538618674647
cn4EHsup,-0.391164479404688
CQhTYkqE,0.30047063510865
crVOGGTT,-0.60446882545948
CSEobMXv,0.421796946320683
csPEJ1E5,-0.272907292842865
cT6uU0B0,-0.148981248214841
CvtbbIcq,-0.358386717364192
cWXCiFwh,-0.576016075909138
Cxk06b77,-0.263200140139088
CYMQE4x0,-0.316288530081511
d0UrRtMk,-0.839119827747345
D3QD3ZEJ,0.355230310093612
d6LU4G4I,0.264548366516829
d74T1DVv,0.871267944574356
D8J5C6lA,-0.0731999167241156
DCeQwYfT,0.13858656603843
DDEftkx3,-0.581853151321411
de43ycXY,-0.614420028030872
DEwCfeDW,0.134918272867799
dfIn7m9z,-0.040242327703163
dhmb9ZY9,0.439694829657674
DMkIV4oL,-0.6889130204916
dn8kCuyf,-0.361083766818047
DnzGfbxS,-0.155292962491512
DoZxo6f6,-0.635039845108986
dpcquvWW,-0.326410394906998
dqcbIMyr,-0.281613362953067
dR6rM1tQ,-0.00981015168363228
drWgsBf5,0.2316321524675
dUnlyhj7,-0.51590411812067
dUNxOoqg,0.0147249415516853
dVDlnZQ6,0.550495300814509
DvhBPGIk,-0.120132328954787
dVT26GDu,-0.444775269925594
Dx7GoUcT,-0.66627926081419
dytx0HSe,-0.712051746249199
e4KkkIha,-0.494002044200897
E5hIjohO,1.12517242431641
