PIDN,Ca
09gt9UK5,-0.512301303446293
0BVvxJ6a,0.797923998534679
0dTqplIM,0.00927671585232019
0KbdgApg,-0.06243467903696
0lNiZicC,-0.500888447463512
0MnuuduB,-0.23699072599411
0PcIsF9z,-0.315521558374167
0rGeJ0QN,-0.366700815409422
0ShTFLYJ,-0.47463633865118
0sXI9ytQ,-0.457346425205469
0ukt4aP6,0.488192956149578
0XZh9jka,-0.253115426236764
0Y7Wegri,-0.266507141105831
1AGspb8f,-0.336054696887732
1arHxK3Y,0.658920811116695
1Csy0gvE,-0.450632999837399
1fCW4Bba,-0.384805534780025
1Ic2hly1,-0.365053322911263
1PPbaTwt,-0.379722364246845
1qDZNvIm,-0.434038972854614
1SO5VJNy,-0.316887360066175
28LYJC2V,-0.388899878785014
2cx85d9H,0.173573270399356
2CzACvQq,0.308187447022647
2FT3crfv,-0.309913672506809
2Fy2uHVg,-0.454710023105145
2homMXMV,-0.33049390502274
2ldLrUtq,-0.506742356717586
2MkMEApm,-0.415276119858026
2NDGWEOe,0.320493587502278
2nsACW6G,-0.215339229442179
2NyyCiqn,-0.323330322653055
2QcbdrUZ,-0.417234865576029
2QRzIb84,0.17006233704742
2YgAimWK,-0.354531583189964
2yMbVnWc,-0.412346737831831
36r8sgGQ,-0.374120367318392
3fRLm8f5,-0.28353526070714
3mZhp1nQ,-0.437608394026756
3NXAXCl3,-0.250797881931067
3pikJXRL,-0.260186681663617
3pxOEGHL,-0.427228048443794
3QG0z6fl,-0.471173733472824
3ttdV3f5,-0.340129106864333
3v4X6Mfe,1.31360382735729
3wORuPiv,-0.423773665726185
3WS8R9qm,-0.271343306964263
43EfrxZj,-0.0304505769716343
457Vwm21,0.143355738464743
46KNnOdx,-0.460167969763279
47TwNsVC,-0.236984016513452
49856RpO,-0.334896564111114
4Ane1o2N,-0.407290470600128
4AyVUgSc,-0.468106646835804
4B1951On,-0.205879482673481
4eQ90eLY,-0.145043385401368
4o5jwMj8,-0.42758876234293
4OL39Teo,-0.0154336189851165
4vPgpl2c,-0.430425179749727
51r9aA0d,-0.496426966786385
58SmeRoP,-0.290229003876448
5a8sf6QV,-0.0171596846426837
5eSvmqYm,-0.40337768420577
5HJp1AXn,-0.429221202433109
5hkN8fiv,-0.215777097269893
5MBZW7fx,-0.110145253851078
5Nq3gHaP,0.28521272726357
5oK8Gti5,-0.486386397480965
5paniGaU,-0.469195277243853
5RmwFFK3,0.324948956817389
5Tu5Jbov,-0.457414036989212
5vsr7ZUP,0.852517485618591
5YEolkev,-0.43135309368372
60B4xMWI,-0.330479166656733
64jOUtKy,0.228972265729681
6AJo4xNG,-0.421532228589058
6CAvhEte,-0.435777749121189
6CuGYjT5,2.92639590501785
6DGH8ujZ,-0.324046349525452
6eUWsVzw,0.701118157804012
6gNyO7Do,0.164036977384239
6jT0AyHe,-0.0568823326262645
6nBgCvWu,-0.447541982680559
6PzsGdVm,-0.238230302929878
6ro5mqg6,-0.273298623698065
6sGqObX4,-0.540946350991726
6UcSJMbq,-0.259712186735123
6uEGy0n4,1.34105094671249
6WJbkH8U,1.07581030726433
7aF7nnwn,-0.516791640222073
7asGzfX9,-0.23431462161243
7BZ4LxP8,-0.26218665279448
7cg7C92o,-0.111259136581793
7CmigXKi,-0.461408340930939
7eOxTpsB,-0.302146397903562
7ey0v7ma,-0.255810022074729
7Ga0LpfR,0.0728665679955156
7gocyrYl,-0.320788485556841
7gqR3GoA,-0.363601721823215
7og7aUXB,-0.256572065874934
7onRfa8F,0.200672996649519
7PQsFvsG,-0.291650138329715
7umkNuxM,-0.18839265704155
7vPr9ExD,-0.0159813928068616
7zNjpCzu,-0.404113665223122
7ztsQNj3,-0.40915788859129
86gppwMI,-0.518140870332718
88thAGdL,-0.335093314945698
8ajs2uG8,-0.368442898988724
8bXnz62p,-0.19278386393562
8GhU8STP,0.73364946320653
8NlzDcWe,-0.485938110947609
8nO1O1LG,1.46303936243057
8QAejdLW,-0.0303264036774635
8RDeFxWM,-0.344141720980406
8UXP2NBS,-0.449335888028145
