PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.512301303446293,0.0873813973739743,-1.2889838218689,-0.527582794427872,0.638915176689625
0BVvxJ6a,0.797923998534679,0.301811251416802,1.07753325104713,0.168064171867445,-1.29752143621445
0dTqplIM,0.00927671585232019,-0.0144209066405892,0.42636293633841,0.327358969114721,-1.243181681633
0KbdgApg,-0.06243467903696,-0.136254123743856,0.262622311757877,0.157348020840436,-0.570977640151977
0lNiZicC,-0.500888447463512,-0.449792532250285,-1.10691167414188,-0.487182591110468,0.342739168740809
0MnuuduB,-0.23699072599411,-0.123258489521686,0.0168219284620136,0.111159993242472,-0.451368374750018
0PcIsF9z,-0.315521558374167,-0.318107730895281,-1.3814354121685,0.23912487491034,-0.286123971792404
0rGeJ0QN,-0.366700815409422,-0.0270954278297722,-0.40692069940269,0.104216466727667,-0.286795843392611
0ShTFLYJ,-0.47463633865118,-0.483991171419621,-0.196456221118569,-0.768179339170456,0.540390656143427
0sXI9ytQ,-0.457346425205469,-0.0255779816070572,-0.259514648560435,-0.632816824316978,1.10047804415226
0ukt4aP6,0.488192956149578,0.236938298016321,1.38253411054611,-0.559240198135376,0.275051387771964
0XZh9jka,-0.253115426236764,-0.488972333911806,-0.310065457969904,0.48379423096776,-0.595101395249367
0Y7Wegri,-0.266507141105831,2.28081836104393,0.645902563631535,-0.173000248573953,0.162610559538007
1AGspb8f,-0.336054696887732,-0.326415146514773,-0.717863987386227,0.0172128501813859,-0.929103517532349
1arHxK3Y,0.658920811116695,0.14178543491289,1.40895648002625,0.188368576206267,-0.515046977996826
1Csy0gvE,-0.450632999837399,0.344965660758317,0.186337702348828,-0.546994251012802,0.621588136255741
1fCW4Bba,-0.384805534780025,0.664883970655501,-0.27980919117108,-0.506077885627747,0.368910191953182
1Ic2hly1,-0.365053322911263,0.165001212060452,-0.323702279292047,-0.322524830698967,0.880524742603302
1PPbaTwt,-0.379722364246845,0.680771384213585,-0.817748907208443,-0.506138664484024,0.556282092630863
1qDZNvIm,-0.434038972854614,-0.135765278758481,0.176026124320924,-0.696565335988998,1.1298598408699
1SO5VJNy,-0.316887360066175,0.100792708472727,0.261576754972339,-0.453064760565758,0.535618974454701
28LYJC2V,-0.388899878785014,-0.0143376552499831,-0.845254451036453,0.443238862603903,-0.84830491989851
2cx85d9H,0.173573270399356,0.100246583204716,-0.0184663409367204,0.182732316479087,-0.880633845925331
2CzACvQq,0.308187447022647,1.21028819140047,1.73145679235458,-0.405390237644315,-0.139172432094347
2FT3crfv,-0.309913672506809,-0.1297164356336,0.34346931069158,0.225957988738082,-0.771621316671371
2Fy2uHVg,-0.454710023105145,0.183241336478386,-0.508051174879074,-0.535252083837986,-0.627159465476871
2homMXMV,-0.33049390502274,-0.00197699535638094,-1.33902861475945,0.125002894178033,0.640943794697523
2ldLrUtq,-0.506742356717586,-0.38062979541719,0.294274943880737,-0.481755744665861,-0.213650283589959
2MkMEApm,-0.415276119858026,0.277295782603323,-0.0732273553032428,-0.553646026551723,1.28236397504807
2NDGWEOe,0.320493587502278,0.0962224838323891,0.974993176758289,-0.629700198769569,-0.490175934880972
2nsACW6G,-0.215339229442179,-0.0395144758978859,-0.779169715940952,0.934911930561066,-0.702957145869732
2NyyCiqn,-0.323330322653055,0.167349561024457,0.303267584368587,-0.439938987791538,1.03740189373493
2QcbdrUZ,-0.417234865576029,-0.297099118679762,-0.0606999308336526,-0.405636917706579,0.498460096865892
2QRzIb84,0.17006233704742,2.74290042519569,1.84373172521591,-0.332324449717999,0.334101564623415
2YgAimWK,-0.354531583189964,0.345218332856894,0.0226662569213659,-0.579222010076046,1.20431745052338
2yMbVnWc,-0.412346737831831,0.026039522420615,-1.12918019294739,2.21968285441399,0.589756487309933
36r8sgGQ,-0.374120367318392,-0.194206085044425,0.100054357247427,-0.691948321461678,0.822794757783413
3fRLm8f5,-0.28353526070714,-0.157631151052192,-0.636532507836819,-0.030301630415488,0.10534463878721
3mZhp1nQ,-0.437608394026756,-0.38002947345376,-0.373030722513795,-0.669398954510689,1.1466639995575
3NXAXCl3,-0.250797881931067,-0.641142538189888,-0.699769772589207,0.060630211388343,-0.797479839622974
3pikJXRL,-0.260186681663617,-0.532477932982147,-0.676845877617598,0.241356021538377,-0.731069387495518
3pxOEGHL,-0.427228048443794,-0.18804854627233,-0.16184147009626,-0.670805731415749,1.02304758131504
3QG0z6fl,-0.471173733472824,0.290614143759012,-1.22511238753796,-0.374277212843299,0.530832500196993
3ttdV3f5,-0.340129106864333,1.96849418878555,-0.290355748031288,0.075556017877534,-0.108939404657576
3v4X6Mfe,1.31360382735729,-0.170722103957087,2.31681251525879,-0.480663196742535,0.205984165426344
3wORuPiv,-0.423773665726185,0.29653972875094,-0.240118524152786,-0.0728452617302537,-0.411794876959175
3WS8R9qm,-0.271343306964263,-0.414134935407492,-0.730808471143246,1.32116365432739,-0.65158279389143
43EfrxZj,-0.0304505769716343,-0.0587291098199785,-0.459083624184132,0.193691227212548,-0.457506423816085
457Vwm21,0.143355738464743,1.43397143781185,0.673840467631817,0.37056840620935,-0.619188835471869
46KNnOdx,-0.460167969763279,-0.143057846091688,-0.954851067066193,-0.177111481851898,-0.302575635351241
47TwNsVC,-0.236984016513452,-0.0809723150916398,-0.789032962918282,0.876129968464375,-0.967162553966045
49856RpO,-0.334896564111114,-0.385781398788095,-0.276479480939452,-0.353831162303686,-0.881169763207436
4Ane1o2N,-0.407290470600128,-0.123220796039095,-0.109060373529792,-0.487397304177284,0.197862852178514
4AyVUgSc,-0.468106646835804,-0.546756084263325,-0.386349610239267,-0.491108646988869,0.326718840748072
4B1951On,-0.205879482673481,-0.2690051083453,-0.0784294860437512,0.0611449640942737,0.498382932692766
4eQ90eLY,-0.145043385401368,1.81797188818455,-0.105738687608391,0.663981750607491,0.258218570263125
4o5jwMj8,-0.42758876234293,-0.181148045230657,-0.581590094417334,-0.66121141910553,0.392397685348988
4OL39Teo,-0.0154336189851165,0.433905126899481,-0.308528573252261,0.329169856756926,-0.373336509498768
4vPgpl2c,-0.430425179749727,-0.187562529183924,-0.353605559212156,-0.600357356667519,0.063677362256567
51r9aA0d,-0.496426966786385,-0.249168394319713,0.0371035191230476,-0.730699980258942,0.501283064857125
58SmeRoP,-0.290229003876448,0.514688859134912,0.130571049568243,-0.216521441773511,-0.377423492819071
5a8sf6QV,-0.0171596846426837,0.171687425929122,0.656396760046482,0.176346203312278,-0.84092777967453
5eSvmqYm,-0.40337768420577,0.506215137057006,-0.0290121072903275,-0.439377002418041,-0.627699854969978
5HJp1AXn,-0.429221202433109,-0.100163852889091,-0.675935412943363,0.320822554826736,-0.328361393441446
5hkN8fiv,-0.215777097269893,-0.284622175246477,-1.21510587632656,0.951831310987473,-0.793890836834908
5MBZW7fx,-0.110145253851078,0.0155335361603647,0.981512047350407,-0.423124317079782,-0.39013151191175
5Nq3gHaP,0.28521272726357,1.10881698429585,0.205720057990402,0.679621188342571,-0.346160885691643
5oK8Gti5,-0.486386397480965,0.306282280385494,-0.873929843306541,-0.503447932004929,1.24299027323723
5paniGaU,-0.469195277243853,-0.185653824731708,-0.271533684618771,-0.708883407711983,1.39080399870873
5RmwFFK3,0.324948956817389,1.43158337026834,-0.355121487565339,0.0934078619349748,-1.11002057343721
5Tu5Jbov,-0.457414036989212,0.124063376709819,-0.431975300982595,-0.200753706879914,-0.3817058339715
5vsr7ZUP,0.852517485618591,0.154158007726073,1.47784059345722,-0.15957942456007,-1.30334561467171
5YEolkev,-0.43135309368372,-0.298767011519521,0.11471366295591,-0.535032972693443,-0.526679793000221
60B4xMWI,-0.330479166656733,0.486433075368404,0.39223776627332,-0.663110269606113,0.895308202505112
64jOUtKy,0.228972265729681,0.0524170091375709,-0.172704326733947,1.70909334421158,-0.832133957743645
6AJo4xNG,-0.421532228589058,0.211263243899884,-0.443394441157579,-0.292822459712625,0.552002055943012
6CAvhEte,-0.435777749121189,0.0477016883902252,-0.816868650913239,-0.271615578792989,0.817493417859077
6CuGYjT5,2.92639590501785,0.17455570185557,1.54059683978558,0.629451896250248,-1.1075471997261
6DGH8ujZ,-0.324046349525452,-0.405943717807531,-0.998327520489693,0.279166422411799,-0.412018293887377
6eUWsVzw,0.701118157804012,0.305263491719961,1.83379836678505,-0.195153822749853,-1.17841497659683
6gNyO7Do,0.164036977384239,0.0476997524499893,0.054814479345805,0.60214571505785,-0.790035915374756
6jT0AyHe,-0.0568823326262645,-0.156423191167414,0.703285939991474,0.327537478879094,-1.07201819419861
6nBgCvWu,-0.447541982680559,-0.185526644438505,-0.239109462266788,-0.557007884979248,1.3295358479023
6PzsGdVm,-0.238230302929878,0.03426523511298,-0.729819881916046,0.411598949879408,-0.431815997511148
6ro5mqg6,-0.273298623698065,-0.193415402434766,-0.00231578713282943,-0.424630683660507,0.35483944453299
6sGqObX4,-0.540946350991726,-0.379568976536393,-0.634013809263706,-0.442338639497757,-0.793784417212009
6UcSJMbq,-0.259712186735123,1.24173919409513,0.493526839092374,-0.668876114487648,0.407269290741533
6uEGy0n4,1.34105094671249,0.0815454465802759,1.87879567146301,-0.556854683160782,-0.640401329100132
6WJbkH8U,1.07581030726433,-0.171006047725677,1.74153341650963,-0.015006723703118,-1.04484972953796
7aF7nnwn,-0.516791640222073,-0.408533176034689,-0.543999966979027,-0.701161271333694,0.954078117012978
7asGzfX9,-0.23431462161243,-0.173252484889235,-0.320313062518835,-0.293075922504067,0.0987372556701303
7BZ4LxP8,-0.26218665279448,-0.400523236207664,0.116268051508814,-0.469401843845844,-0.349222492426634
7cg7C92o,-0.111259136581793,0.303190434584394,0.315042866393924,0.474396586790681,-0.0622032673811191
7CmigXKi,-0.461408340930939,-0.27118641929701,-1.1083621352911,-0.421345832198858,0.755669376254082
7eOxTpsB,-0.302146397903562,0.213984986813739,0.532615573238581,-0.628964707255363,0.617186985909939
7ey0v7ma,-0.255810022074729,-0.513773472607136,-0.555967904441059,0.0719460034510121,-0.97693450152874
7Ga0LpfR,0.0728665679955156,0.917273186147213,-0.405604628875153,1.68168271183968,-0.668147015571594
7gocyrYl,-0.320788485556841,-0.165869890898466,-0.0395211170485709,0.513869171589613,-0.302361863665283
