PIDN,Ca
09gt9UK5,-0.498838233947754
0BVvxJ6a,0.204011600650847
0dTqplIM,0.0545351655920967
0KbdgApg,-0.0988828992471099
0lNiZicC,-0.401411796733737
0MnuuduB,-0.263583992642816
0PcIsF9z,-0.411443473026156
0rGeJ0QN,-0.339928474277258
0ShTFLYJ,-0.439286436140537
0sXI9ytQ,-0.511071512103081
0ukt4aP6,0.25038699451834
0XZh9jka,-0.331773059023544
0Y7Wegri,-0.165322435088456
1AGspb8f,-0.438412070274353
1arHxK3Y,0.85671364068985
1Csy0gvE,-0.39273564517498
1fCW4Bba,-0.35174401178956
1Ic2hly1,-0.279298367351294
1PPbaTwt,-0.389754384756088
1qDZNvIm,-0.509230421483517
1SO5VJNy,-0.349883122742176
28LYJC2V,-0.377457948774099
2cx85d9H,0.0837251854129136
2CzACvQq,0.377274749428034
2FT3crfv,-0.211385052464902
2Fy2uHVg,-0.424693597853184
2homMXMV,-0.405914995074272
2ldLrUtq,-0.404037281870842
2MkMEApm,-0.446691796183586
2NDGWEOe,0.56993372887373
2nsACW6G,-0.329529807344079
2NyyCiqn,-0.357104986160994
2QcbdrUZ,-0.391496866941452
2QRzIb84,0.114665272738785
2YgAimWK,-0.36394954547286
2yMbVnWc,-0.332152373343706
36r8sgGQ,-0.395024823397398
3fRLm8f5,-0.308850517123938
3mZhp1nQ,-0.514246027171612
3NXAXCl3,-0.349602560698986
3pikJXRL,-0.334441934712231
3pxOEGHL,-0.43876670897007
3QG0z6fl,-0.455092139542103
3ttdV3f5,-0.374763899482787
3v4X6Mfe,1.15317678451538
3wORuPiv,-0.390146334469318
3WS8R9qm,-0.406993070244789
43EfrxZj,-0.050000042875763
457Vwm21,0.0936283309943974
46KNnOdx,-0.439899787306786
47TwNsVC,-0.389699808508158
49856RpO,-0.354198391735554
4Ane1o2N,-0.410191804170609
4AyVUgSc,-0.398141515254974
4B1951On,-0.103527134889737
4eQ90eLY,-0.148174392798683
4o5jwMj8,-0.37032523304224
4OL39Teo,-0.0739869986660779
4vPgpl2c,-0.451646257936955
51r9aA0d,-0.430706508457661
58SmeRoP,-0.279982351779472
5a8sf6QV,0.0445148676401004
5eSvmqYm,-0.371535710245371
5HJp1AXn,-0.400320403277874
5hkN8fiv,-0.261133171990514
5MBZW7fx,-0.00830058441497386
5Nq3gHaP,0.182212341763079
5oK8Gti5,-0.434358796477318
5paniGaU,-0.4740518912673
5RmwFFK3,0.210268796782475
5Tu5Jbov,-0.437329204380512
5vsr7ZUP,0.688969342410564
5YEolkev,-0.345737449079752
60B4xMWI,-0.292300458997488
64jOUtKy,0.0244502676883712
6AJo4xNG,-0.281283070147038
6CAvhEte,-0.346499706804752
6CuGYjT5,2.67473828792572
6DGH8ujZ,-0.300486432015896
6eUWsVzw,0.468928307667375
6gNyO7Do,0.089652026235126
6jT0AyHe,0.0120839845854789
6nBgCvWu,-0.463202637434006
6PzsGdVm,-0.217104495922104
6ro5mqg6,-0.329349771142006
6sGqObX4,-0.49527635872364
6UcSJMbq,-0.248977960646152
6uEGy0n4,1.61496647596359
6WJbkH8U,0.863927999138832
7aF7nnwn,-0.43549030572176
7asGzfX9,-0.227775570750237
7BZ4LxP8,-0.259430027753115
7cg7C92o,-0.0321310818253551
7CmigXKi,-0.398899793624878
7eOxTpsB,-0.452550034224987
7ey0v7ma,-0.321334116347134
7Ga0LpfR,-0.0689885653089732
7gocyrYl,-0.271616154909134
7gqR3GoA,-0.35139567553997
7og7aUXB,-0.211908040568233
7onRfa8F,-0.0253387191332877
7PQsFvsG,-0.365125574171543
