PIDN,P
09gt9UK5,0.139549211564008
0BVvxJ6a,-0.149851459264755
0dTqplIM,-0.0984170495998114
0KbdgApg,-0.148593306168914
0lNiZicC,-0.00652447380125523
0MnuuduB,0.454080121219158
0PcIsF9z,-0.316929479315877
0rGeJ0QN,-0.19828474810347
0ShTFLYJ,-0.28261890122667
0sXI9ytQ,-0.444633017852902
0ukt4aP6,-0.00410092279780656
0XZh9jka,-0.285306507674977
0Y7Wegri,1.4732961781323
1AGspb8f,-0.426991923246533
1arHxK3Y,0.869024604558945
1Csy0gvE,-0.263936160691082
1fCW4Bba,-0.0492634594906122
1Ic2hly1,0.280439805053175
1PPbaTwt,0.23325646594385
1qDZNvIm,-0.0477417017216794
1SO5VJNy,0.121483925683424
28LYJC2V,-0.25134190400131
2cx85d9H,-0.235707221180201
2CzACvQq,1.12010932862759
2FT3crfv,-0.0766605786979198
2Fy2uHVg,-0.400900424271822
2homMXMV,-0.17056107413955
2ldLrUtq,-0.213644373230636
2MkMEApm,-0.226047966256738
2NDGWEOe,0.892944048345089
2nsACW6G,-0.159110770002007
2NyyCiqn,0.0270544585655443
2QcbdrUZ,-0.574074366688728
2QRzIb84,0.53906387090683
2YgAimWK,-0.0149207492824644
2yMbVnWc,0.0496920953504741
36r8sgGQ,-0.372778540849686
3fRLm8f5,-0.189044424472377
3mZhp1nQ,-0.508397029340267
3NXAXCl3,-0.13463997868821
3pikJXRL,-0.0799228023737669
3pxOEGHL,-0.420124141126871
3QG0z6fl,0.178022222174332
3ttdV3f5,-0.198887504078448
3v4X6Mfe,0.0819570040330291
3wORuPiv,-0.456903724558651
3WS8R9qm,1.43082492053509
43EfrxZj,0.186130529630464
457Vwm21,0.20747670987621
46KNnOdx,-0.385025691520423
47TwNsVC,-0.318215086089913
49856RpO,-0.118681129871402
4Ane1o2N,-0.572578123211861
4AyVUgSc,0.364980945223942
4B1951On,-0.0948476200923324
4eQ90eLY,0.774164520576596
4o5jwMj8,-0.214895109273493
4OL39Teo,0.36761196134612
4vPgpl2c,-0.0809745104983449
51r9aA0d,0.340047243097797
58SmeRoP,0.226549080060795
5a8sf6QV,-0.109070541447727
5eSvmqYm,-0.471697567589581
5HJp1AXn,0.390043611079454
5hkN8fiv,-0.309085062274244
5MBZW7fx,-0.229033080989757
5Nq3gHaP,0.575502580031753
5oK8Gti5,0.0727818673942238
5paniGaU,-0.0344808710739017
5RmwFFK3,0.499832262285054
5Tu5Jbov,0.0271088448062073
5vsr7ZUP,-0.243534064758569
5YEolkev,-0.529809172451496
60B4xMWI,-0.286113789351657
64jOUtKy,-0.0165881380438805
6AJo4xNG,0.169141736626625
6CAvhEte,0.113452675472945
6CuGYjT5,-0.166985981352627
6DGH8ujZ,-0.233236091234721
6eUWsVzw,0.0138215214945376
6gNyO7Do,-0.129808901902288
6jT0AyHe,0.325133084179834
6nBgCvWu,-0.483460233546793
6PzsGdVm,0.0270540871075355
6ro5mqg6,0.0169180066761328
6sGqObX4,-0.412610707432032
6UcSJMbq,0.0985733604058623
6uEGy0n4,0.221130529418588
