PIDN,SOC
09gt9UK5,-0.607126225531101
0BVvxJ6a,0.020042254216969
0dTqplIM,0.60183649212122
0KbdgApg,0.454572106897831
0lNiZicC,-0.529968716204166
0MnuuduB,0.195100550726056
0PcIsF9z,-0.0714339290978387
0rGeJ0QN,0.128835262404755
0ShTFLYJ,-0.650867038965225
0sXI9ytQ,-0.403900926560164
0ukt4aP6,-0.495558340847492
0XZh9jka,0.13150190950837
0Y7Wegri,-0.232274782750756
1AGspb8f,-0.123322523199022
1arHxK3Y,0.211583621843602
1Csy0gvE,-0.379692671447992
1fCW4Bba,-0.321509459987283
1Ic2hly1,-0.171019783173688
1PPbaTwt,-0.412560207024217
1qDZNvIm,-0.665579763054848
1SO5VJNy,-0.455869238078594
28LYJC2V,0.674363814294338
2cx85d9H,0.491666179895401
2CzACvQq,-0.385152492672205
2FT3crfv,0.0297670040745288
2Fy2uHVg,-0.429640044271946
2homMXMV,-0.134935708902776
2ldLrUtq,-0.355007670121267
2MkMEApm,-0.41844190582633
2NDGWEOe,-0.58097782433033
2nsACW6G,0.347757276473567
2NyyCiqn,-0.460443498194218
2QcbdrUZ,-0.334595327824354
2QRzIb84,-0.148334301402792
2YgAimWK,-0.415841281414032
2yMbVnWc,2.20655161738396
36r8sgGQ,-0.703661486506462
3fRLm8f5,-0.175466152280569
3mZhp1nQ,-0.600886791944504
3NXAXCl3,-0.171686238795519
3pikJXRL,-0.20133000575006
3pxOEGHL,-0.679096135497093
3QG0z6fl,-0.366824151203036
3ttdV3f5,-0.00581376887857914
3v4X6Mfe,-0.360232095047832
3wORuPiv,0.132638289220631
3WS8R9qm,0.624345545098186
43EfrxZj,0.0805035895202309
457Vwm21,0.343299859948456
46KNnOdx,-0.119538117060438
47TwNsVC,0.321497140219435
49856RpO,-0.410744866728783
4Ane1o2N,-0.376262964308262
4AyVUgSc,-0.48409228771925
4B1951On,-0.0734697841573507
4eQ90eLY,0.596375904977322
4o5jwMj8,-0.610963019728661
4OL39Teo,0.443547105044127
4vPgpl2c,-0.572697484493256
51r9aA0d,-0.558235915005207
58SmeRoP,-0.26034652357921
5a8sf6QV,0.173240071814507
5eSvmqYm,-0.250324590876699
5HJp1AXn,0.630519291013479
5hkN8fiv,0.607057359814644
5MBZW7fx,-0.367287640273571
5Nq3gHaP,0.846061983704567
5oK8Gti5,-0.52290194183588
5paniGaU,-0.706041970849037
5RmwFFK3,-0.18614972755895
5Tu5Jbov,-0.078717553243041
5vsr7ZUP,-0.147813011007383
5YEolkev,-0.408830229192972
60B4xMWI,-0.568293312191963
64jOUtKy,1.83029283881187
6AJo4xNG,-0.0139274972258136
6CAvhEte,-0.301958381012082
6CuGYjT5,0.366738788038492
6DGH8ujZ,0.268406299874187
6eUWsVzw,-0.188327817397658
6gNyO7Do,0.961671096086502
6jT0AyHe,0.418794810026884
6nBgCvWu,-0.279393041878939
6PzsGdVm,0.176163438241929
6ro5mqg6,-0.258683474548161
6sGqObX4,-0.443950013816357
6UcSJMbq,-0.400833341479301
6uEGy0n4,-0.415391337871552
6WJbkH8U,0.0446647008648142
7aF7nnwn,-0.655953115224838
7asGzfX9,-0.301881139725447
7BZ4LxP8,-0.335027302056551
7cg7C92o,0.707333327829838
7CmigXKi,-0.428658723086119
7eOxTpsB,-0.540474635362625
7ey0v7ma,-0.274722466617823
7Ga0LpfR,1.00128028839827
7gocyrYl,0.836053562164307
7gqR3GoA,-0.462374067306519
7og7aUXB,0.0653428351506591
7onRfa8F,-0.215832384862006
7PQsFvsG,0.770551608502865
7umkNuxM,0.615504908561707
7vPr9ExD,0.196475176746026
7zNjpCzu,-0.294876146689057
7ztsQNj3,-0.166237989859655
86gppwMI,-0.397709193825722
88thAGdL,-0.380059366673231
8ajs2uG8,-0.436534722149372
8bXnz62p,0.660006945580244
8GhU8STP,0.366679072508123
8NlzDcWe,-0.439280696958303
8nO1O1LG,0.97736029624939
8QAejdLW,0.372348517552018
8RDeFxWM,-0.559143540263176
8UXP2NBS,-0.573763126134872
8xE1p8g8,-0.154173227399588
8yMDVMRM,-0.318903451785445
8ZoV3KGT,-0.359268582612276
98R5VaPi,-0.410323247313499
9DcTz2Ua,0.161566699389368
9G7nfUrK,-0.355366717278957
9iQwmFJR,-0.504402627050877
9O6GZ1HT,-0.406077355891466
9S7fCoAM,-0.275518265739083
A3Mt6SAQ,-0.673251637816429
a7bhJGBU,0.175635971641168
AaFvEoHq,-0.634855578839779
abCzN1zx,0.211066875746474
ae7sMiB4,-0.268635925650597
afsVuCGV,0.13802412697114
aHpv6KzP,1.1006233215332
AiIPD6hX,0.442655689641833
aINzEBVN,-0.294371368736029
aiwBQETI,-0.00481369451154023
aiyli4EI,0.518069934844971
AJIsQIcV,-0.215825652016792
AMHKXMh8,-0.464062117040157
aP9EtTGF,-0.364573505148292
apJ7NmzD,-0.242995844781399
AsIURvJS,0.51873270124197
AsvgbJ0C,0.550150752812624
ASwA2J4E,-0.408504182100296
atVjNMtQ,0.581378207355738
aV6EhtSL,-0.365473945438862
aVZsXKoH,-0.429251818358898
AxEhbkCM,-0.539385122060776
aYVnVJvc,0.616943370550871
b5GirVGV,-0.495024542510509
B7VPkIpx,-0.658095622062683
b9SpMjNB,-0.24950832426548
bAFs37yy,-0.618736129999161
bat8tcGs,0.0224399225320667
BBwHqHiH,0.0676645202678628
bDia1hHV,-0.117886582808569
bfjej4wu,-0.193604228831828
bFkv5Mtr,0.166442695818841
bh04YDiP,0.163732309732586
bHe2IXgA,1.52737737298012
BMyps8hr,-0.281354424729943
BUHS4dQw,2.34657515287399
bWX3vUm5,0.157973494939506
BZB3EYWQ,-0.334639812260866
c110Fdc8,-0.395365591347218
c32GUzMa,-0.0842193841002881
C5gIfQbJ,0.307465079240501
C5UPCZcL,0.509962663054466
CDRuu4Pn,-0.518606930971146
ceNvS3yd,-0.200031854677945
ChnD1nrN,-0.585026940703392
ChQdtl4J,-0.700118213891983
cmwdt4Av,0.128881068341434
cn4EHsup,-0.324455673992634
CQhTYkqE,0.201231628234382
crVOGGTT,-0.450226378440857
CSEobMXv,-0.0321468229405582
csPEJ1E5,-0.296604802273214
cT6uU0B0,-0.415505310148001
CvtbbIcq,-0.160565206647152
cWXCiFwh,-0.471793639659882
Cxk06b77,-0.170815225504339
CYMQE4x0,-0.105617269221693
d0UrRtMk,-0.483636780828238
D3QD3ZEJ,0.398892803490162
d6LU4G4I,0.0532556865771767
d74T1DVv,0.605567125231028
D8J5C6lA,0.172598620201461
DCeQwYfT,0.0997128512244672
DDEftkx3,-0.619694253802299
de43ycXY,-0.117155088949949
DEwCfeDW,0.031840744370129
dfIn7m9z,-0.211606568470597
dhmb9ZY9,0.304524461680558
DMkIV4oL,-0.661149135231972
dn8kCuyf,-0.373355492949486
DnzGfbxS,0.00360374944284558
DoZxo6f6,-0.591494277119637
dpcquvWW,-0.36050928607583
dqcbIMyr,-0.449296499788761
dR6rM1tQ,0.180870303325355
drWgsBf5,0.345060405135155
dUnlyhj7,-0.474455194175243
dUNxOoqg,0.00778730188612826
dVDlnZQ6,0.228890308039263
DvhBPGIk,-0.231066795438528
dVT26GDu,-0.214538199082017
Dx7GoUcT,-0.423960780352354
dytx0HSe,-0.684678933024406
e4KkkIha,-0.51193979382515
E5hIjohO,1.01713660955429
E6x4XGHt,-0.360392052680254
e9YorH4m,-0.684330298006535
eaIwb3rG,-0.320252558588982
eB9gVQ0R,-0.57780869603157
EDEpAzh1,-0.260669795387366
Ehw2Jz6s,-0.485612995922565
EjqzC4zH,-0.677225139737129
EkMZO3Qj,-0.61400039345026
eMhLFqU6,-0.137568438006565
eMllg1qm,-0.242001356807305
EnoNXWvU,-0.371275532990694
eNPunZ9i,0.661348819732666
Epv8ANwr,0.624838349223137
eS5BSM4J,-0.508899308741093
ETGudkQt,-0.574431680142879
Etro9j0B,-0.132263791561127
EUleKrLJ,0.0939435214851983
eVGMFoOI,-0.690893051028252
eyzw8Vis,-0.550809082388878
f04Ke2bN,0.0321776394965127
F3MIZj76,-0.404551069438457
f4GA0te1,-0.616690415143967
f7bd91h5,-0.440184034407139
favPNA2N,-0.00976776918396354
FaW764jk,-0.284928609803319
fB7z9ndr,-0.522443352639675
FB8tU00K,0.511017286032438
FeAbMXly,-0.655607503652573
fEe7AWFA,-0.196711408533156
FeudaFXn,-0.378607837762684
fJJIbgY9,-0.480588589608669
FldUmFeM,-0.517119871079922
FLhxBGMK,-0.17819893900305
Fnv5tfAm,-0.123461861768737
fQBURMvg,-0.429680842161179
FRreR8ka,-0.472789444774389
fS0HpOub,-0.35426220446825
fTDXauuk,-0.571848177909851
FvrAd3Or,-0.588391998410225
FXne4oAV,-0.373407721146941
g3Fv0U4k,-0.0550937236926984
G48zHffi,-0.339174338057637
g5PKo2E2,-0.126779613178223
G76zCv5N,-0.347145504876971
G7JGUdNf,-0.0866635430953465
gbjnD5fe,-0.563617956638336
GCo6MONx,0.43414709046483
GE0vbpVQ,-0.444987614452839
ge9zqXCv,0.0363896252121776
geeqJpSE,-0.667179399728775
GemPjTJ9,-0.187222051783465
GkLYRm1K,-0.442964848130941
GmlqP8eI,-0.529656204581261
GN0DfOqt,-0.353506401181221
GNsTAb1v,-0.274084164761007
GPwmO21z,0.0452186522539705
GqkIrOvf,0.724505706131458
gqy1J2RS,-0.0684974215109833
GQYpfLoh,-0.108737012650818
GR9knT8n,0.469782185554504
grlUtS3H,0.421888319775462
