PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.525722911953926,0.170524609228596,-1.2684798181057,-0.595721362531185,0.718570488318801
0BVvxJ6a,0.46455576941371,0.202130464464426,0.933752879500389,0.148745324229822,-1.30651584863663
0dTqplIM,-0.0242166399053531,0.0701387765584514,0.286477623879909,0.531258320808411,-1.08806993365288
0KbdgApg,-0.059020970624988,0.140225446689874,0.187568761501461,0.195826006238349,-0.579976491630077
0lNiZicC,-0.4521250218153,-0.436878684908152,-0.963540643453598,-0.542378552258015,0.336497409269214
0MnuuduB,-0.313313587382436,-0.205774810537696,-0.0502420153236017,0.0393729694886133,-0.324011004343629
0PcIsF9z,-0.288839000836015,-0.328436014149338,-1.32534795999527,0.425345025956631,-0.3287712873891
0rGeJ0QN,-0.396744578331709,-0.0431847917847335,-0.469349648430944,0.079875401587924,-0.290242252056487
0ShTFLYJ,-0.423010709881783,-0.600367538630962,-0.224374777264893,-0.742731326818466,0.500091833807528
0sXI9ytQ,-0.458470148593187,0.00776272676885128,-0.155619085238504,-0.590149119496346,1.03641414344311
0ukt4aP6,0.427098298817873,0.214111092686653,1.34244102537632,-0.524543659389019,0.217963884072378
0XZh9jka,-0.220878663240001,-0.522996025532484,-0.154057962633669,0.310378657095134,-0.594657424464822
0Y7Wegri,-0.275961299985647,2.05599126219749,0.472116275131702,-0.223337953165174,0.095550238667056
1AGspb8f,-0.385929895937443,-0.113066658424214,-0.773897495865822,-0.0485097954049706,-0.949290202558041
1arHxK3Y,0.496949262917042,0.600944456458092,1.32440272271633,0.304205124080181,-0.524630022421479
1Csy0gvE,-0.411186119914055,0.629080464690924,0.202655141917057,-0.511737915873528,0.451390349119902
1fCW4Bba,-0.453698547184467,0.25183024132275,-0.198421044973657,-0.504170663654804,0.368996556429192
1Ic2hly1,-0.444200889766216,0.162536623328924,-0.308557669073343,-0.354418142139912,1.12740664482117
1PPbaTwt,-0.411718757450581,0.562809895724058,-0.894290570914745,-0.488954551517963,0.769669602811337
1qDZNvIm,-0.470957718789577,-0.212087667174637,0.181020901538432,-0.710347366333008,1.06084471642971
1SO5VJNy,-0.297232388705015,0.276046629121993,0.188187398388982,-0.431101510673761,0.310676599666476
28LYJC2V,-0.389261224865913,-0.078524064226076,-0.847195047140122,0.455865041911602,-0.792957140505314
2cx85d9H,0.139011387410574,0.590361646818928,-0.094226733490359,0.136288443213562,-0.861881557106972
2CzACvQq,0.18320373618044,0.943723183870316,1.58217531442642,-0.466468242555857,-0.147308311238885
2FT3crfv,-0.254462300240993,-0.190676470380276,0.228792622219771,0.249407633021474,-0.672487615048885
2Fy2uHVg,-0.453031754493713,-0.16484462339431,-0.54292599260807,-0.48620397746563,-0.717106521129608
2homMXMV,-0.311508987098932,0.0299131828767713,-1.23453332781792,0.171687048813328,0.585481399297714
2ldLrUtq,-0.440308497846127,-0.249690024927259,0.277796620910522,-0.417732831835747,-0.195178458606824
2MkMEApm,-0.403968034684658,0.169070050492883,0.0950853715650737,-0.564230370521545,1.24814494848251
2NDGWEOe,0.164933782815933,0.0120289908722043,0.913059210777283,-0.599080058932304,-0.513014955073595
2nsACW6G,-0.336984242126346,-0.123497328069061,-0.598043201863766,0.83033981025219,-0.949377528578043
2NyyCiqn,-0.340495425462723,0.323928671330214,0.258394082757877,-0.428300479799509,0.895471966266632
2QcbdrUZ,-0.398607784509659,-0.366082728654146,-0.0242775415070355,-0.45097436606884,0.522497153282166
2QRzIb84,0.0438548309262842,2.23078283667564,1.65497905015945,-0.380255605280399,0.349971334077418
2YgAimWK,-0.376356925070286,0.176866398868151,0.201002513710409,-0.571663782000542,1.16029107868671
2yMbVnWc,-0.408745034039021,0.0475706362165511,-1.10593447983265,2.33430701494217,0.67351960837841
36r8sgGQ,-0.381753291189671,-0.223964139074087,0.062346849264577,-0.674134805798531,0.653768540918827
3fRLm8f5,-0.223603871837258,-0.207397851720452,-0.482559337466955,0.0131965996930376,-0.0820176091743633
3mZhp1nQ,-0.465888714790344,-0.448995020240545,-0.286797595955431,-0.651307624578476,1.21122305989265
3NXAXCl3,-0.307706600893289,-0.529811337590218,-0.441458747349679,0.0346374232554808,-0.769693404436111
3pikJXRL,-0.284776579588652,-0.373950235545635,-0.533404679968953,0.202015520539135,-0.779709909856319
3pxOEGHL,-0.447944347560406,-0.193709919275716,-0.180614507943392,-0.629235009849072,0.865004797279835
3QG0z6fl,-0.480870158970356,0.387499586259946,-1.29922356903553,-0.459595164656639,0.697617473453283
3ttdV3f5,-0.317101748660207,0.925750637054443,-0.269167460477911,0.184086076915264,-0.329798873094842
3v4X6Mfe,1.24765865802765,-0.16882348023355,1.99282377958298,-0.420378531515598,0.232883767783642
3wORuPiv,-0.414659237861633,0.611881157010794,-0.263859450025484,-0.016268276097253,-0.463565040379763
3WS8R9qm,-0.207830219063908,-0.514323872700334,-0.579564563930035,1.37728487849236,-0.560741827078164
43EfrxZj,-0.00317511810571887,-0.0476849028840661,-0.58346990197897,0.11610910827294,-0.446018679440021
457Vwm21,0.105763287469745,1.51426952779293,0.672073474526405,0.408867354691029,-0.652194845676422
46KNnOdx,-0.48142566382885,-0.122589869610965,-0.810935562849045,-0.15088115184335,-0.285482069896534
47TwNsVC,-0.334292612224817,-0.105654943920672,-0.521338899061084,0.759631875157356,-1.02151374667883
49856RpO,-0.30700737722218,-0.387650732323527,-0.270161610178184,-0.282480893284082,-0.992909958958626
4Ane1o2N,-0.387172535061836,-0.159062880114652,-0.195795111381449,-0.396186475455761,0.163915274688043
4AyVUgSc,-0.42142413854599,-0.51827644109726,-0.16956681702286,-0.542670615017414,0.294973484519869
4B1951On,-0.170842515677214,-0.207233302528039,-0.0430843211710453,-0.0695617610181216,0.268087297305465
4eQ90eLY,-0.105252741044387,2.15936440825462,-0.0682922339532524,0.636574520170689,0.261843055393547
4o5jwMj8,-0.44785498380661,-0.145830922108144,-0.598453514277935,-0.609612971544266,0.271544907335192
4OL39Teo,-0.0469224876374938,0.458880005404353,-0.364911744371057,0.304838171042502,-0.313001517765224
4vPgpl2c,-0.409326756000519,-0.250062856276054,-0.391145225707442,-0.586493566632271,0.127347845816985
51r9aA0d,-0.455797144770622,-0.280187092069536,0.0792261170223355,-0.630402466654778,0.571012635529041
58SmeRoP,-0.231163660809398,0.370801256597042,-0.0217509925598279,-0.260289320349693,-0.372237761784345
5a8sf6QV,-0.00953371315263212,0.622247584536672,0.644142991304398,0.194734637625515,-0.772651147842407
5eSvmqYm,-0.412180961668491,0.248070828150958,-0.00981985942926258,-0.415744373202324,-0.649161238968372
5HJp1AXn,-0.458059752732515,0.189529363973998,-0.707400469481945,0.187781390710734,-0.198470735456795
5hkN8fiv,-0.210443683713675,-0.313742845878005,-1.01253192424774,1.0545029014349,-0.847823894023895
5MBZW7fx,-0.12556908307597,-0.0125186499208212,0.785403338074684,-0.459589726477861,-0.453574708104134
5Nq3gHaP,0.234067631140351,1.05910272672772,0.230785366054624,0.732377728819847,-0.16869781371206
5oK8Gti5,-0.465874779224396,0.301799212954938,-0.893543314933777,-0.518228604644537,1.18313927054405
5paniGaU,-0.478876486420631,-0.140647833608091,-0.39446445889771,-0.654116095602512,1.36119332015514
5RmwFFK3,0.310081077786163,1.55615774095058,-0.364917270839214,0.0218024990521371,-1.03893541693687
5Tu5Jbov,-0.479646557569504,0.00879528801888227,-0.476964425295591,-0.233444376662374,-0.445905464887619
5vsr7ZUP,0.575738321244717,0.160299118980765,1.30760655403137,-0.100224198284559,-1.16608228087425
5YEolkev,-0.450237455964088,-0.212920166924596,0.0604519190746942,-0.513834904879332,-0.482299024611711
60B4xMWI,-0.333008125424385,0.42610871437937,0.435453905165195,-0.681534621119499,0.858925783634186
64jOUtKy,0.0787430743337609,0.127551366388798,-0.020306053198874,1.86938625574112,-0.918496561050415
6AJo4xNG,-0.47988028973341,0.276450707018375,-0.447740123420954,-0.282563990168273,0.86734673678875
6CAvhEte,-0.445116725564003,0.228332817973569,-0.895336613059044,-0.373614262789488,0.894382697343826
6CuGYjT5,2.82013440132141,0.131550103239715,1.60755730867386,0.799933417141438,-1.1558995872736
6DGH8ujZ,-0.299453278630972,-0.358134378492832,-0.765009680390358,0.454806825518608,-0.542701682448387
6eUWsVzw,0.542688693106175,0.430866842728574,1.63261056542397,-0.15632654405199,-1.06899920701981
6gNyO7Do,0.137305346690118,0.72944209203124,0.0259825296700001,0.692776587605476,-0.8144401460886
6jT0AyHe,-0.0800004347995127,-0.0703366417437792,0.655939177423716,0.503894089907408,-0.953365847468376
6nBgCvWu,-0.467896935343742,-0.163231578655541,-0.181985641270876,-0.580630584061146,1.43478220701218
