PIDN,pH
09gt9UK5,-1.2684798181057
0BVvxJ6a,0.933752879500389
0dTqplIM,0.286477623879909
0KbdgApg,0.187568761501461
0lNiZicC,-0.963540643453598
0MnuuduB,-0.0502420153236017
0PcIsF9z,-1.32534795999527
0rGeJ0QN,-0.469349648430944
0ShTFLYJ,-0.224374777264893
0sXI9ytQ,-0.155619085238504
0ukt4aP6,1.34244102537632
0XZh9jka,-0.154057962633669
0Y7Wegri,0.472116275131702
1AGspb8f,-0.773897495865822
1arHxK3Y,1.32440272271633
1Csy0gvE,0.202655141917057
1fCW4Bba,-0.198421044973657
1Ic2hly1,-0.308557669073343
1PPbaTwt,-0.894290570914745
1qDZNvIm,0.181020901538432
1SO5VJNy,0.188187398388982
28LYJC2V,-0.847195047140122
2cx85d9H,-0.094226733490359
2CzACvQq,1.58217531442642
2FT3crfv,0.228792622219771
2Fy2uHVg,-0.54292599260807
2homMXMV,-1.23453332781792
2ldLrUtq,0.277796620910522
2MkMEApm,0.0950853715650737
2NDGWEOe,0.913059210777283
2nsACW6G,-0.598043201863766
2NyyCiqn,0.258394082757877
2QcbdrUZ,-0.0242775415070355
2QRzIb84,1.65497905015945
2YgAimWK,0.201002513710409
2yMbVnWc,-1.10593447983265
36r8sgGQ,0.062346849264577
3fRLm8f5,-0.482559337466955
3mZhp1nQ,-0.286797595955431
3NXAXCl3,-0.441458747349679
3pikJXRL,-0.533404679968953
3pxOEGHL,-0.180614507943392
3QG0z6fl,-1.29922356903553
3ttdV3f5,-0.269167460477911
3v4X6Mfe,1.99282377958298
3wORuPiv,-0.263859450025484
3WS8R9qm,-0.579564563930035
43EfrxZj,-0.58346990197897
457Vwm21,0.672073474526405
46KNnOdx,-0.810935562849045
47TwNsVC,-0.521338899061084
49856RpO,-0.270161610178184
4Ane1o2N,-0.195795111381449
4AyVUgSc,-0.16956681702286
4B1951On,-0.0430843211710453
4eQ90eLY,-0.0682922339532524
4o5jwMj8,-0.598453514277935
4OL39Teo,-0.364911744371057
4vPgpl2c,-0.391145225707442
51r9aA0d,0.0792261170223355
58SmeRoP,-0.0217509925598279
5a8sf6QV,0.644142991304398
5eSvmqYm,-0.00981985942926258
5HJp1AXn,-0.707400469481945
5hkN8fiv,-1.01253192424774
5MBZW7fx,0.785403338074684
5Nq3gHaP,0.230785366054624
5oK8Gti5,-0.893543314933777
5paniGaU,-0.39446445889771
5RmwFFK3,-0.364917270839214
5Tu5Jbov,-0.476964425295591
5vsr7ZUP,1.30760655403137
5YEolkev,0.0604519190746942
60B4xMWI,0.435453905165195
64jOUtKy,-0.020306053198874
6AJo4xNG,-0.447740123420954
6CAvhEte,-0.895336613059044
6CuGYjT5,1.60755730867386
6DGH8ujZ,-0.765009680390358
6eUWsVzw,1.63261056542397
6gNyO7Do,0.0259825296700001
6jT0AyHe,0.655939177423716
6nBgCvWu,-0.181985641270876
6PzsGdVm,-0.553471185266972
6ro5mqg6,0.0156191527086776
6sGqObX4,-0.662186558544636
6UcSJMbq,0.595278730243444
6uEGy0n4,1.66851896643639
6WJbkH8U,1.58346460461617
7aF7nnwn,-0.597806838899851
7asGzfX9,-0.373569936305285
7BZ4LxP8,0.00135399282444268
7cg7C92o,0.184785998798907
7CmigXKi,-1.14691663682461
7eOxTpsB,0.208043069951236
7ey0v7ma,-0.474392127618194
7Ga0LpfR,-0.49217788502574
7gocyrYl,0.0105016706045717
7gqR3GoA,-0.390443549305201
7og7aUXB,0.448124228045344
7onRfa8F,0.794975405931473
7PQsFvsG,-1.28755263388157
7umkNuxM,0.135135354660451
7vPr9ExD,0.368220593221486
7zNjpCzu,-0.0941466732649133
7ztsQNj3,-0.0610210922546685
86gppwMI,-1.08457236886024
88thAGdL,-0.159233383601531
8ajs2uG8,-0.321185831475304
8bXnz62p,0.184612356033176
8GhU8STP,1.2238017141819
8NlzDcWe,-0.854348340630531
8nO1O1LG,1.27183537483215
