PIDN,SOC
09gt9UK5,-0.628715534508228
0BVvxJ6a,0.0115091815823689
0dTqplIM,0.25386682394892
0KbdgApg,0.115041658724658
0lNiZicC,-0.589696125686169
0MnuuduB,0.610184189677238
0PcIsF9z,-0.0126771244686097
0rGeJ0QN,0.300089689716697
0ShTFLYJ,-0.734060326218605
0sXI9ytQ,-0.798045521974564
0ukt4aP6,-0.481577569246292
0XZh9jka,0.570760961715132
0Y7Wegri,-0.152049125696067
1AGspb8f,-0.111102038621902
1arHxK3Y,0.697820156812668
1Csy0gvE,-0.599942667782307
1fCW4Bba,-0.165561843570322
1Ic2hly1,-0.209265898540616
1PPbaTwt,-0.570191131532192
1qDZNvIm,-0.712725418806076
1SO5VJNy,-0.497778522968292
28LYJC2V,0.560969923436642
2cx85d9H,0.211898833140731
2CzACvQq,-0.538318824768066
2FT3crfv,0.0988466097041965
2Fy2uHVg,-0.482918067276478
2homMXMV,-0.212714727921411
2ldLrUtq,-0.551689022779465
2MkMEApm,-0.601538613438606
2NDGWEOe,-0.324509922415018
2nsACW6G,1.27915883362293
2NyyCiqn,-0.524296985566616
2QcbdrUZ,-0.467061485350132
2QRzIb84,-0.431677109003067
2YgAimWK,-0.462218533456326
2yMbVnWc,1.78766510486603
36r8sgGQ,-0.763206604123116
3fRLm8f5,-0.075602221256122
3mZhp1nQ,-0.641234232485294
3NXAXCl3,0.237423153687268
3pikJXRL,0.0976199621334672
3pxOEGHL,-0.758756178617477
3QG0z6fl,-0.5420281291008
3ttdV3f5,-0.236741152172908
3v4X6Mfe,-0.482720146328211
3wORuPiv,-0.026035471400246
3WS8R9qm,1.59053255021572
43EfrxZj,0.349494092166424
457Vwm21,0.380700460448861
46KNnOdx,0.0822876219986938
47TwNsVC,1.04199965000153
49856RpO,-0.371427563950419
4Ane1o2N,-0.43325112760067
4AyVUgSc,-0.54695246219635
4B1951On,-0.234155738115078
4eQ90eLY,0.375210849195719
4o5jwMj8,-0.67021743953228
4OL39Teo,0.373189261555672
4vPgpl2c,-0.589400586485863
51r9aA0d,-0.597506555914879
58SmeRoP,-0.189923524810001
5a8sf6QV,0.0864692477509379
5eSvmqYm,-0.433072643727064
5HJp1AXn,0.492483864724636
5hkN8fiv,0.422821475425735
5MBZW7fx,-0.434998635947704
5Nq3gHaP,0.545415154099464
5oK8Gti5,-0.591867709159851
5paniGaU,-0.598739147186279
5RmwFFK3,-0.228863274492323
5Tu5Jbov,-0.157589120883495
5vsr7ZUP,-0.257663254067302
5YEolkev,-0.607029259204865
60B4xMWI,-0.681637388467789
64jOUtKy,1.30170763731003
6AJo4xNG,-0.0907088396139443
6CAvhEte,-0.40904700756073
6CuGYjT5,1.05316156446934
6DGH8ujZ,0.0968710355111398
6eUWsVzw,-0.222324945777655
6gNyO7Do,0.539191385544836
6jT0AyHe,0.299540536571294
6nBgCvWu,-0.548322269320488
6PzsGdVm,0.144018860114738
6ro5mqg6,-0.265656983479857
6sGqObX4,-0.353724877536297
6UcSJMbq,-0.657148797810078
6uEGy0n4,-0.308467345125973
6WJbkH8U,-0.292865445837379
7aF7nnwn,-0.722082671523094
7asGzfX9,-0.274368451908231
7BZ4LxP8,-0.435592070221901
7cg7C92o,1.12023871541023
7CmigXKi,-0.536228589713573
7eOxTpsB,-0.514895067363977
7ey0v7ma,0.146242066845298
7Ga0LpfR,0.572119397111237
7gocyrYl,0.601006177067757
7gqR3GoA,-0.409276756644249
7og7aUXB,-0.0968476815964095
7onRfa8F,-0.113172441581264
7PQsFvsG,0.57746459543705
7umkNuxM,0.634840171039105
7vPr9ExD,0.121397863689344
7zNjpCzu,-0.337939677014947
