PIDN,pH
09gt9UK5,-1.29282486140728
0BVvxJ6a,0.940765518546104
0dTqplIM,0.317737278556451
0KbdgApg,0.204880950208753
0lNiZicC,-1.00282066851854
0MnuuduB,-0.0859857164535788
0PcIsF9z,-1.33476326465607
0rGeJ0QN,-0.506139605119824
0ShTFLYJ,-0.255412788875401
0sXI9ytQ,-0.288229976128787
0ukt4aP6,1.241796028018
0XZh9jka,-0.259723883119877
0Y7Wegri,0.440112896151841
1AGspb8f,-0.739109291732311
1arHxK3Y,1.32544138491154
1Csy0gvE,0.192255226797424
1fCW4Bba,-0.286321720313281
1Ic2hly1,-0.370857845880091
1PPbaTwt,-0.835022723972797
1qDZNvIm,0.193435447799275
1SO5VJNy,0.249354617469944
28LYJC2V,-0.85576621234417
2cx85d9H,-0.0722785544558428
2CzACvQq,1.72244124412537
2FT3crfv,0.244143388714729
2Fy2uHVg,-0.553037939220667
2homMXMV,-1.25683089196682
2ldLrUtq,0.269476518819574
2MkMEApm,0.120134630280299
2NDGWEOe,1.04059498816729
2nsACW6G,-0.665167047791183
2NyyCiqn,0.304763512536883
2QcbdrUZ,-0.0225313517684117
2QRzIb84,1.76066596508026
2YgAimWK,0.102907633670693
2yMbVnWc,-1.11595369398594
36r8sgGQ,0.00438518217764795
3fRLm8f5,-0.581301163285971
3mZhp1nQ,-0.356844299025834
3NXAXCl3,-0.617974292896688
3pikJXRL,-0.595133404614171
3pxOEGHL,-0.226862163054757
3QG0z6fl,-1.29312691152096
3ttdV3f5,-0.288947023469955
3v4X6Mfe,1.97363686442375
3wORuPiv,-0.278750247899443
3WS8R9qm,-0.575049761580303
43EfrxZj,-0.559345673322678
457Vwm21,0.578047370836139
46KNnOdx,-0.867103326022625
47TwNsVC,-0.59997689768672
49856RpO,-0.268704957359005
4Ane1o2N,-0.202535237364937
4AyVUgSc,-0.188969968862366
4B1951On,-0.0395295464759693
4eQ90eLY,-0.0944975548551883
4o5jwMj8,-0.660284666121006
4OL39Teo,-0.325667151603848
4vPgpl2c,-0.361396271004342
51r9aA0d,0.118896667584777
58SmeRoP,-0.0241455482179299
5a8sf6QV,0.689844316989183
5eSvmqYm,-0.00437661810545251
5HJp1AXn,-0.687830783426762
5hkN8fiv,-1.09058921337128
5MBZW7fx,0.743190016001463
5Nq3gHaP,0.239111619230825
5oK8Gti5,-0.884817627072334
5paniGaU,-0.367574975127354
5RmwFFK3,-0.344235340459272
5Tu5Jbov,-0.453902787677944
5vsr7ZUP,1.28846207678318
5YEolkev,0.0691243112273514
60B4xMWI,0.467763140992902
64jOUtKy,-0.0188300370948855
6AJo4xNG,-0.478413309305906
6CAvhEte,-0.87974383354187
6CuGYjT5,1.68009685873985
6DGH8ujZ,-0.85542067617178
6eUWsVzw,1.63876132130623
6gNyO7Do,0.011009467933327
6jT0AyHe,0.703290501087904
6nBgCvWu,-0.204004518799484
6PzsGdVm,-0.642809802442789
6ro5mqg6,0.0231712902826257
6sGqObX4,-0.68661544084549
6UcSJMbq,0.570843018777669
6uEGy0n4,1.74517977595329
6WJbkH8U,1.57262254238129
7aF7nnwn,-0.566568043529987
7asGzfX9,-0.372687514312565
7BZ4LxP8,0.00265320874168538
7cg7C92o,0.255343756196089
7CmigXKi,-1.08775402545929
7eOxTpsB,0.292369997323258
7ey0v7ma,-0.617390675283968
7Ga0LpfR,-0.512301967591047
7gocyrYl,-0.00568240671651438
7gqR3GoA,-0.468592490069568
7og7aUXB,0.426537446938455
7onRfa8F,0.734717536866665
7PQsFvsG,-1.34872408986092
7umkNuxM,0.145624549584463
7vPr9ExD,0.405166353699751
7zNjpCzu,-0.119916806278306
7ztsQNj3,-0.107954569500289
86gppwMI,-1.06803069889545
88thAGdL,-0.170818404009333
8ajs2uG8,-0.340472108271206
8bXnz62p,0.182106222095899
8GhU8STP,1.21934379279614
8NlzDcWe,-0.798694841265678
8nO1O1LG,1.38683981895447
8QAejdLW,0.0823905900656246
8RDeFxWM,0.379166184589267
8UXP2NBS,-0.506646883934736
8xE1p8g8,-0.150093685626271
8yMDVMRM,-0.715085663124919
8ZoV3KGT,0.00924588447902352
98R5VaPi,1.70397140324116
9DcTz2Ua,1.84238670706749
9G7nfUrK,-0.174748152135871
9iQwmFJR,-0.574506025612354
9O6GZ1HT,0.764603921473026
9S7fCoAM,-0.210315998031292
A3Mt6SAQ,2.10417593717575
a7bhJGBU,1.77835858225822
AaFvEoHq,-0.235287495701923
abCzN1zx,-1.21778629004955
ae7sMiB4,-0.352066667079926
afsVuCGV,-0.137344269470777
aHpv6KzP,1.96315971970558
AiIPD6hX,-0.427237891051918
aINzEBVN,-0.736517569124699
aiwBQETI,0.607710797488689
aiyli4EI,0.661468866467476
AJIsQIcV,-0.797564663589001
AMHKXMh8,1.51748299241066
aP9EtTGF,1.40196497261524
apJ7NmzD,1.30528473049402
AsIURvJS,-0.255278412546031
