PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.499460366666317,0.202856803592294,-1.29282486140728,-0.626379792094231,0.72841067969799
0BVvxJ6a,0.460271831303835,0.202339253183454,0.940765518546104,0.170774026791332,-1.33954086661339
0dTqplIM,-0.0372350982687931,0.0709990224480862,0.317737278556451,0.573911641091108,-1.15081587553024
0KbdgApg,-0.0547050989919808,0.0977821648260579,0.204880950208753,0.207793568434427,-0.522022520452738
0lNiZicC,-0.433199856430292,-0.397072745710611,-1.00282066851854,-0.577558799386025,0.264500387627631
0MnuuduB,-0.252923766579479,-0.24641194421798,-0.0859857164535788,0.0315191910252906,-0.296847965984634
0PcIsF9z,-0.243169684605673,-0.310614793412387,-1.33476326465607,0.350010165274143,-0.329239740660414
0rGeJ0QN,-0.392832615673542,-0.0708633173244016,-0.506139605119824,0.0877011230043718,-0.265050485208631
0ShTFLYJ,-0.370021696016192,-0.551725914999843,-0.255412788875401,-0.719673597812653,0.438388905161992
0sXI9ytQ,-0.435700129121542,-0.0892917710216716,-0.288229976128787,-0.577573643028736,1.00688663303852
0ukt4aP6,0.407756717205048,0.362428323067725,1.241796028018,-0.575665250122547,0.0942305559152737
0XZh9jka,-0.175079955081455,-0.473448409026023,-0.259723883119877,0.192893442586064,-0.625849681720138
0Y7Wegri,-0.250962138455361,2.42902049452066,0.440112896151841,-0.216643513720483,0.163036936903372
1AGspb8f,-0.354295081663877,-0.140084608384059,-0.739109291732311,-0.0170487264735857,-0.897940199375153
1arHxK3Y,0.490162913762033,0.659961652467027,1.32544138491154,0.297897519660182,-0.516412786245346
1Csy0gvE,-0.42419226527214,0.672773334691301,0.192255226797424,-0.501198328137398,0.488388297259808
1fCW4Bba,-0.411797058284283,0.33874100829591,-0.286321720313281,-0.510144647955894,0.419691646262072
1Ic2hly1,-0.421584060490131,0.236188597469591,-0.370857845880091,-0.341356204301119,1.03813301205635
1PPbaTwt,-0.388795067071915,0.679128320049495,-0.835022723972797,-0.52914197832346,0.756435440033674
1qDZNvIm,-0.449398765861988,-0.205939192706719,0.193435447799275,-0.724972303509712,1.07148893773556
1SO5VJNy,-0.282863942831755,0.255008722115308,0.249354617469944,-0.436635770946741,0.30896973388968
