PIDN,pH
09gt9UK5,-0.000971338502131403
0BVvxJ6a,1.12895810902119
0dTqplIM,0.282960641942918
0KbdgApg,-0.0912521463702433
0lNiZicC,-0.0215906131081283
0MnuuduB,-0.104759526066482
0PcIsF9z,-1.05921316444874
0rGeJ0QN,-0.109911584085785
0ShTFLYJ,0.167349414341152
0sXI9ytQ,-0.163464527763426
0ukt4aP6,0.683821314573288
0XZh9jka,-2.21655929684639
0Y7Wegri,0.770075130462647
1AGspb8f,-0.737010586261749
1arHxK3Y,1.98272687792778
1Csy0gvE,-0.280077466927469
1fCW4Bba,0.500503889471293
1Ic2hly1,-0.908144590258598
1PPbaTwt,-0.0383467798121273
1qDZNvIm,-0.107173551060259
1SO5VJNy,-0.144234468275681
28LYJC2V,-0.90630441904068
2cx85d9H,-0.165123880654573
2CzACvQq,1.96693802475929
2FT3crfv,-0.047690000012517
2Fy2uHVg,-0.658409385383129
2homMXMV,-0.726125061511993
2ldLrUtq,-0.328460315428674
2MkMEApm,0.192926139198244
2NDGWEOe,1.0302905112505
2nsACW6G,-2.26639288663864
2NyyCiqn,-0.100054367445409
2QcbdrUZ,-0.413826870173216
2QRzIb84,2.06638274788857
2YgAimWK,0.420378396846354
2yMbVnWc,-0.692019997537136
36r8sgGQ,-0.114863822422922
3fRLm8f5,-0.652503679692745
3mZhp1nQ,-0.631103444099426
3NXAXCl3,-1.41064550876617
3pikJXRL,-1.70830844044685
3pxOEGHL,-0.0418161362409592
3QG0z6fl,-0.0832752769812942
3ttdV3f5,-1.84386172294617
3v4X6Mfe,1.75969683527946
3wORuPiv,-0.780284804105759
3WS8R9qm,-1.08556917309761
43EfrxZj,0.297596223093569
457Vwm21,0.829619020223618
46KNnOdx,-0.830491575598717
47TwNsVC,-1.39810943603516
49856RpO,-0.579039641097188
4Ane1o2N,0.0826708457025234
4AyVUgSc,0.0103656474500895
4B1951On,0.406127611570992
4eQ90eLY,-0.027168288291432
4o5jwMj8,0.0280604454688728
4OL39Teo,0.3701062515378
4vPgpl2c,-0.0473617922514677
51r9aA0d,-0.011869422532618
58SmeRoP,-0.298820168524981
5a8sf6QV,0.5413573756814
5eSvmqYm,-0.366667000576854
5HJp1AXn,-0.845758916437626
5hkN8fiv,-1.16395376324654
5MBZW7fx,0.594374831020832
5Nq3gHaP,0.528216490149498
5oK8Gti5,0.115106980456039
5paniGaU,-0.530912079289556
5RmwFFK3,0.319558148272336
5Tu5Jbov,-0.693882045149803
5vsr7ZUP,0.550017283111811
5YEolkev,-0.16869661132805
60B4xMWI,1.44254426956177
64jOUtKy,1.07112925350666
6AJo4xNG,-0.84687931239605
6CAvhEte,-0.0889442418469116
6CuGYjT5,2.07630136013031
6DGH8ujZ,-1.14855349957943
6eUWsVzw,1.04867036938667
6gNyO7Do,-0.0632814108219463
6jT0AyHe,0.0233885892201215
6nBgCvWu,-0.732601796090603
6PzsGdVm,-0.864251515269279
6ro5mqg6,-0.139282383210957
6sGqObX4,-0.732836648821831
6UcSJMbq,1.75454827547073
6uEGy0n4,1.72798113524914
6WJbkH8U,1.85226572751999
7aF7nnwn,0.0749250870198011
7asGzfX9,0.135989501699805
7BZ4LxP8,0.39989726068452
7cg7C92o,0.654127895087004
7CmigXKi,-0.204700865969062
7eOxTpsB,0.0540720477350988
7ey0v7ma,-1.18513488471508
7Ga0LpfR,0.481906440854073
7gocyrYl,-0.680744206905365
7gqR3GoA,-0.400015307404101
7og7aUXB,0.158813902083784
7onRfa8F,0.468949179188348
7PQsFvsG,-1.00503304302692
7umkNuxM,-0.218537721829489
7vPr9ExD,0.399672165513039
7zNjpCzu,-0.679684606194496
7ztsQNj3,-0.516437296569347
86gppwMI,-0.801924896240234
88thAGdL,0.0858505039825104
8ajs2uG8,-0.648352035880089
8bXnz62p,0.090719976183027
8GhU8STP,1.97973031401634
8NlzDcWe,0.0856800324225333
8nO1O1LG,2.18857262730598
8QAejdLW,-0.0965054054977372
8RDeFxWM,-0.0279384553898126
