observation	prediction
-0.319467844865578	0.6549876918923268
1.76661198890572	0.6111424178877003
-0.519051190026726	-0.5570276666566943
-0.515001672878529	-0.39762477684576203
0.0455672009219114	-0.09554601089939468
0.0773848356577464	0.0307264557004705
-0.512109160629816	-0.6274446502927176
-0.273187648886182	-0.12322045749310051
0.169945227616539	0.25438557036721543
-0.436903842163297	-0.2021536523082651
-0.441821112986108	-0.4544202797619272
3.691000387974	3.2135301551390785
0.193085325606238	-0.05075294293561816
-0.389466641284416	-0.363983446012491
-0.420416522345637	-0.31317999213057457
-0.351863982051156	-0.2354646704631711
-0.324963618138132	-0.3148362587370047
0.644317236405353	1.0108575446118468
-0.374136326366241	-0.22124531931054853
-0.49880360428574	-0.3771420396138525
-0.413185241723856	-0.4072574346361899
-0.0414974177643283	0.06719675098505795
-0.414631497848213	-0.23058000776194976
-0.527439475547991	-0.34809312752869737
1.92946042850822	1.137975919090858
-0.203478103692216	-0.1735784553465049
0.479444038228753	0.6241611124547489
-0.272030643986697	-0.3242444000167813
-0.398433429255424	-0.06561097899150359
-0.497935850611126	-0.319193408065086
0.236473009336922	0.024001397571116412
-0.27029513663747	-0.3169516729192324
-0.450787900957116	-0.5442364102192276
-0.473349496497072	-0.6442248845937415
-0.292856732177425	-0.3597455847267428
-0.477977516095011	-0.29179244448546315
-0.401615192729007	-0.5103480857636229
-0.34810371612783	-0.08442498489227962
-0.433722078689714	-0.29893660327654525
-0.399590434154909	-0.46612915570397223
-0.366326543294717	-0.32422617270371507
0.375313597275111	0.239493481046689
-0.505456382457778	-0.37834778342959463
-0.185833778975071	0.11597810890460414
2.60052327020947	4.690294582584055
-0.122198509503401	-0.14926123586080642
-0.337979923257337	-0.35288541966486436
-0.425623044393319	-0.5613449535036501
-0.312236564243798	-0.08906747923380776
-0.254964821719295	-0.16937859077646156
-0.249469048446741	0.23014030533685842
2.60833305328099	3.818461655484435
-0.312525815468669	-0.32124538980605366
-0.489547565089861	-0.2587075805212459
-0.445870630134305	-0.28851859352714926
-0.315418327717381	-0.2857776113366147
0.447626403492918	0.19228228874803976
-0.226328950457043	-0.2607225627437301
1.59653226868144	1.2725065715923551
-0.509216648381104	-0.5284434286611416
-0.497935850611126	-0.4519970387391714
-0.43054031521613	-0.2063636916182432
0.476551525980041	0.6338500380609086
-0.490993821214217	-0.6233439001625259
-0.269427382962856	-0.0987529509436354
0.0582942548162454	0.06256378927754336
0.00507202943993942	-0.0553404303129021
0.399321448939423	0.32696203319429284
-0.374714828815983	-0.3379192912187092
-0.50343162388368	-0.482291148256868
-0.455705171779927	-0.4169589593895876
-0.463225703626579	-0.2890375047222106
-0.372111567792142	-0.18299839553197278
-0.460043940152995	-0.264342079290695
-0.377028838614953	-0.31122198322769845
-0.516158677778014	-0.338533914205475
-0.323228110788904	-0.29185261561641457
-0.442688866660722	-0.4974329225092019
-0.333062652434526	-0.45589465946393026
-0.191618803472496	-0.33484158754149623
0.0513522254193359	0.03130745956035484
0.430271330000645	0.24211410073428624
-0.428804807866903	-0.29581348740680485
-0.425333793168448	-0.005677019566824565
-0.418391763771538	-0.7331122233977687
-0.425623044393319	-0.27385108049396933
-0.457729930354025	-0.4506376275240123
-0.468721476899132	-0.3406495022493451
-0.528017977997734	-0.4297886333418822
-0.482027033243209	-0.4196901943472089
-0.460333191377867	-0.20413376546069317
-0.384549370461605	-0.3258012411654449
-0.288517963804357	-0.45047744795414296
-0.399301182930037	-0.22508464039816212
-0.0469931910368816	-0.24476025667639348
-0.285914702780516	-0.2669166984268547
-0.446449132584048	0.00377721703164402
-0.499960609185225	-0.3755291729095922
-0.488969062640118	-0.44703938650360103
-0.498514353060869	-0.5265982436746135
0.066682540337511	-0.3429187288861393
-0.113231721532393	0.2818427728828565
-0.382235360662635	-0.5108269277743054
0.25961310732662	0.26897088086997045
-0.460043940152995	-0.2814130393445248
-0.190461798573011	-0.13895422860463574
1.10596219129983	0.9065508421687054
-0.440953359311494	-0.3055078886308359
-0.0238530930471834	-0.32732461958433134
0.286513471239644	0.27602228513116867
-0.39525166578184	-0.18168668528138948
-0.114677977656749	0.07319944470677735
-0.308187047095601	-0.23608803289003788
-0.508927397156233	-0.4503259152170486
-0.43516833481407	-0.6079296391403021
-0.518761938801855	-0.7974296841520873
-0.515869426553142	-0.4383277339751015
1.7868595746467	1.6863956649254228
-0.382813863112377	-0.005415980501569981
2.64593571251425	3.2191692636162155
-0.123355514402886	-0.02477119860978986
-0.266245619489273	-0.38491315976935864
-0.320335598540192	-0.23431860782880926
-0.510084402055718	-0.10785468289673816
1.49471583752676	1.0741450279117473
1.65206850385671	1.2104736813885582
1.55343383617562	1.1934781644463663
-0.240791511700604	-0.4359305818105712
0.54452556382478	0.3416818644651337
-0.396697921906196	-0.4908542376227047
-0.370954562892657	-0.4784984709256355
0.248043058331771	-0.018578694774011525
0.00160101474148469	-0.2344826196093085
-0.262485353565947	-0.2922456952411072
0.308785815554729	0.6198912370646672
-0.506902638582134	-0.8593972894438909
0.570847425288062	0.4225946469045955
-0.435746837263812	-0.38767334127507497
-0.496778845711641	-0.46711825613315866
-0.403350700078235	-0.36234496707431285
-0.504299377558293	-0.45748539678252254
1.03625264610587	0.551334704488592
-0.511241406955203	-0.49686307991937884
-0.475952757520913	-0.6086084404717974
-0.264510112140045	-0.27464328528027526
-0.378185843514438	-0.4412928817764048
-0.308765549545343	-0.18972694186719122
-0.367772799419074	-0.37460292319018784
-0.182941266726359	-0.2805744499196544
-0.368640553093687	-0.3246128334424153
-0.180048754477647	-0.3777787392251854
0.0582942548162454	-0.06974449326706898
-0.499382106735482	-0.3790398520421139
-0.165586193234085	-0.39129670389526766
-0.365458789620104	-0.3578481931316633
0.39613968546584	0.31731309378530576
-0.430829566441001	-0.36390868875195237
-0.48000227466911	-0.3450267299796909
-0.0799678306722016	-0.2219298895236996
-0.429383310316645	-0.492602723606155
-0.466985969549905	-0.4538304943679303
-0.381656858212893	-0.4155806896575526
-0.351574730826285	-0.48200148893234657
-0.451077152181987	-0.22990089109100484
-0.0441006787881694	-0.07363176522683045
-0.464961210975806	-0.3808286437871583
-0.38802038516006	-0.37511547791468675
-0.426780049292804	-0.3824117912876151
-0.433143576239971	-0.33375224557678845
0.0311046396783499	-0.20449871366421107
-0.460333191377867	-0.28712138288524175
-0.352442484500898	-0.21961955953945755
-0.122777011953143	-0.2726375775722266
-0.0845958502701413	-0.2435486232577204
1.15918441667614	0.8883737057865203
-0.46582896465042	-0.18429858858601778
-0.357070504098838	-0.2939539770904737
-0.148809622191554	-0.5392736890690721
-0.0759183135240044	-0.35225590538661833
-0.429961812766388	-0.6990336001969433
-0.50343162388368	-0.5333947120584331
-0.476242008745784	-0.3588148951054805
0.0339971519270622	-0.08368804989273053
-0.485208796716792	-0.39684556321703207
-0.489547565089861	-0.525139656053709
-0.200296340218633	-0.18762510114449724
-0.404218453752848	-0.2778925347595456
-0.375004080040854	-0.009115592355771293
-0.343186445305019	-0.3656041993322595
-0.390045143734158	-0.29219157520613553
0.502584136218452	0.24549246409235437
-0.499960609185225	-0.5497494229982886
1.54128528473103	1.253170031131107
-0.206370615940928	-0.03291193030506534
-0.402772197628492	-0.3253397105373793
-0.387441882710317	-0.44594374253181457
0.179779769262161	0.19346730502543402
1.50050086202419	1.8589215977445712
-0.503142372658808	-0.11055276144436611
-0.453680413205828	-0.5777119827406089
-0.23037846760524	-0.398014462427692
-0.368929804318558	0.006025837543298787
-0.400747439054394	-0.09073277238780751
-0.321203352214806	-0.2942951848501931
0.0976324213987324	-0.22999264095398045
4.35917071742654	4.0229871422376515
-0.448184639933275	-0.609643670885458
-0.372400819017013	-0.3149709074731751
0.0802773479064587	0.6277778907818602
-0.344921952654247	-0.05066623602500898
-0.516447929002885	-0.5317033384025489
-0.223436438208331	0.252146231179872
-0.401036690279265	-0.25151322686871336
-0.44702763503379	-0.4745895891674413
-0.433143576239971	-0.6383739312004212
-0.174842232429964	-0.05786858045209427
1.3848003720757	1.0952940510898306
0.138127592880704	0.09777533877587619
-0.434300581139456	-0.38433338733509037
0.540186795451711	0.6590582783887003
-0.30095576647382	-0.2640711009497546
-0.484919545491921	-0.6809808037626444
-0.489836816314732	-0.5149189664815701
-0.355624247974482	-0.23691084697070727
0.357958523782838	0.14985972116170448
-0.497068096936512	-0.4075558259524334
-0.419548768671023	-0.5418080846297235
0.991129455025956	1.2065853674800384
-0.43748234461304	-0.7015781772790908
-0.42822630541716	-0.3013274763093866
-0.152859139339751	-0.5113370087525617
-0.0064980195549097	0.047790474778330844
-0.515580175328271	-0.44876525800130485
0.612499601669518	0.7450666342419348
-0.515001672878529	-0.6785885393296612
-0.399590434154909	-0.3378024707743755
-0.214758901462194	-0.1182385471210159
-0.221122428409361	-0.27256360170192995
0.106309958144869	-0.31864059393288946
2.86287413116767	3.778651541920654
-0.1855445277502	0.1311614898265166
-0.296616998100751	-0.43167683378475247
3.46249192032573	4.710708574034172
0.806297922333241	0.947670753125378
0.252671077929711	0.11864368412197747
-0.478845269769625	-0.45885665729767505
-0.405086207427462	-0.35598870852127273
-0.409135724575659	-0.15671179541369534
1.18232451466584	1.3178351125333805
-0.468432225674261	-0.5775678680414108
-0.512109160629816	-0.5910700646714556
-0.33161639631017	-0.07911302123022218
-0.390912897408772	-0.3825183245197003
-0.457151427904283	-0.523925839994481
0.865305172206972	1.2793115543618658
-0.425623044393319	-0.30409488886664904
-0.49880360428574	-0.6211574670250551
-0.407400217226432	-0.26298613461405584
-0.464093457301193	-0.5065987026179979
-0.332773401209655	-0.25727836790439645
-0.372690070241884	-0.40826742492518386
4.41036818422874	4.530289713377448
-0.481737782018337	-0.5339581116341524
0.786050336592255	0.30159836303708454
-0.0932733870162781	-0.4178549238145946
1.30699179258534	0.957850564169729
0.110070224068195	-0.12866421453110238
-0.46120094505248	-0.5347220687758643
-0.159801168736661	-0.242118184373734
-0.454548166880442	-0.41976046156628327
-0.33855842570708	-0.35468588962093883
2.55916034505288	1.5054025501180666
0.522831721959438	0.44213347594923696
-0.482027033243209	-0.558632612104141
-0.412317488049243	-0.37196430265779395
-0.326699125487359	-0.4311008907027495
-0.511530658180074	-0.41007345566863873
-0.374714828815983	-0.342872528705156
-0.361409272471907	-0.3412164957200074
-0.353020986950641	-0.013565301189587754
-0.0556707277830185	-0.13808282195021052
-0.391780651083386	-0.3748046430375373
-0.463225703626579	-0.3870860328661154
-0.250915304571097	-0.2102172030729256
-0.31744308629148	-0.2900986378894302
1.11782149151955	0.8385192385319694
-0.421862778469993	-0.2808443126081457
-0.0831495941457851	-0.14253466578882468
-0.393805409657484	-0.3099527226695796
-0.13376855849825	-0.3042721065757864
-0.441821112986108	-0.4745482505592659
-0.210998635538868	-0.09740584372688867
-0.310211805669699	-0.30562248493052324
-0.341450937955792	-0.3214671717220313
4.98395336314839	3.772616331701773
-0.414342246623341	-0.44524429956911943
-0.425333793168448	-0.3426869437504737
0.603822064923382	0.8772260740883714
-0.283600692981546	-0.2805570128799447
-0.358516760223194	-0.24581477248132416
-0.122198509503401	0.03802873699266658
-0.516158677778014	-0.8251140796283325
-0.434300581139456	-0.47355456191074163
-0.410871231924887	-0.637574239128684
2.83973403317797	4.533521535268356
-0.504877880008036	-0.45372640056997715
-0.249469048446741	-0.2048349106528469
-0.455705171779927	-0.25663755349409134
-0.0426544226638132	0.0285182854389283
-0.440085605636881	-0.6071690748518286
-0.366615794519589	-0.33280845798653536
2.64593571251425	3.8185869528108274
-0.206081364716057	-0.26353211308820224
-0.525414716973893	-0.6558007509943331
-0.474217250171685	-0.49366500590631013
-0.370086809218043	-0.23503835140842946
-0.512398411854688	-0.29210163437937936
-0.364301784720619	-0.39400093521980933
-0.433432827464842	-0.3734382107146645
0.172837739865252	0.10889916713149989
2.00784751044832	1.3490522252910948
-0.423598285819221	-0.3379931764347477
-0.081703338021429	-0.2365313829052173
0.239365521585634	0.6364507532129486
0.0542447376680482	0.03138540059423921
-0.466985969549905	-0.518103173530848
-0.502563870209066	-0.776010597250733
-0.451366403406858	-0.3839949211028126
-0.507191889807005	-0.5104073913365748
-0.288517963804357	-0.2634618909096946
-0.0759183135240044	-0.2622143136117052
-0.299220259124592	-0.6746115218353035
-0.348682218577573	-0.39622762045818893
-0.0701332890265799	0.1442773601393952
1.0148480554654	1.0473754776335038
-0.516737180227756	-0.6950602911953184
-0.490126067539603	-0.45349746650411965
-0.401904443953878	-0.31900888222546375
0.010857053937364	0.2651472309867474
0.952948293342954	1.5238650980329234
-0.415210000297955	-0.34809715811364633
-0.535827761069257	-0.25784894231148947
-0.174552981205093	-0.27263243689100314
0.407131232010946	0.38871448614592824
-0.419548768671023	-0.39176666717578656
4.33024559493941	4.693972086468369
1.76661198890572	2.6731694284686114
-0.514133919203915	-0.4850097112508679
-0.439217851962267	-0.3673078147518932
-0.484051791817307	-0.7032672393113792
-0.182941266726359	-0.28848925764158606
-0.266245619489273	-0.5014652039777113
-0.413763744173599	-0.31565588924737864
-0.399011931705166	-0.31034925398028423
-0.422441280919736	-0.34000782779140437
-0.453101910756086	-0.41571057669563455
-0.464093457301193	-0.4228030291084767
-0.504010126333422	-0.13057061173821816
-0.248601294772128	-0.06824572827357106
-0.50343162388368	-0.42349085083142446
-0.39293765598287	-0.4202507598094909
-0.36690504574446	-0.5071071863540024
-0.485498047941663	-0.46249657148899426
-0.35996301634755	0.1183513935540802
-0.410003478250273	-0.5361507203629853
-0.311658061794055	-0.31794235638607854
-0.417813261321796	-0.29953976503751273
-0.442110364210979	-0.5426051248994942
0.00941079781300784	-0.0740736113915832
-0.507481141031877	-0.46729754033115956
0.190192813357525	0.6061332655576742
-0.497357348161384	-0.10794566580058723
-0.48694430406602	-0.43183747471460376
-0.442688866660722	-0.27923011111646484
0.0224271029322131	0.11134340724443628
-0.427937054192289	-0.19870490144705188
-0.511530658180074	-0.657905109134908
0.00507202943993942	-0.567611803768489
-0.443845871560207	-0.21991464681943743
-0.416077753972569	-0.21868308640087175
0.0224271029322131	-0.1310531369859142
-0.415499251522826	-0.2648106793308239
-0.456862176679412	-0.4721793714485737
-0.195379069395822	0.0871084448877452
-0.495911092037028	-0.3860563219095389
-0.40450770497772	-0.3572300539484501
-0.247155038647771	-0.5042850883566626
-0.504299377558293	-0.4825441362526552
1.1736469779197	0.5491156062949593
-0.415788502747697	-0.48417220017484097
0.29721576655988	0.2700123330323865
-0.372111567792142	-0.18462903700865982
-0.270005885412598	-0.495013596447274
1.93437769933103	1.6631671128016396
-0.286493205230258	-0.2890139414118619
-0.346657460003474	-0.3441813468134062
0.945138510271431	0.5890153786088577
-0.449630896057631	-0.42853261237277307
2.68643088399622	3.7850533114009917
1.70008420718534	2.0988215223214075
-0.323517362013776	-0.42737741957520325
-0.480870028343724	-0.379731726880678
-0.450787900957116	-0.3857831922693952
-0.244841028848802	-0.489290256405548
-0.332194898759913	-0.18166926247964302
-0.231824723729596	-0.17282821719494224
0.126557543885855	0.1039557267792447
-0.0585632400317308	0.3104459059049348
-0.318600091190965	-0.3865322305576475
-0.383970868011862	-0.3755833343215006
-0.462647201176836	-0.2580235028263133
-0.287939461354615	0.1645323447716692
-0.438350098287653	0.008773527009920026
-0.501696116534452	-0.6694546319095614
-0.317732337516351	-0.5838237210812035
-0.49880360428574	-0.4547240533617696
-0.10773594825984	-0.4360633155719622
-0.260171343766977	0.29515517585217377
-0.412028236824371	-0.3746093192831635
-0.377896592289567	-0.3248403831293191
-0.168478705482797	-0.18537294358613113
0.0311046396783499	0.14563545564651825
-0.17137121773151	-0.34017347446314083
-0.367772799419074	-0.3133143543938877
-0.453101910756086	-0.2469590429980929
0.971171120509841	0.5344363646500511
0.0282121274296377	0.49424730659889826
-0.474217250171685	-0.3241165802213816
-0.310211805669699	-0.26259681769463866
-0.498514353060869	-0.4950913917033552
-0.0701332890265799	0.16044900197770728
-0.175420734879707	-0.25451117916695093
-0.104843436011127	0.17801493945356045
1.9236754040108	1.2010651672540182
-0.496200343261899	-0.39730160919186974
-0.356781252873967	-0.33087419581560107
-0.0701332890265799	0.004322036838019058
-0.426780049292804	-0.38502602878449577
-0.237898999451892	-0.29822484162233215
0.232134240963853	-0.05965168634705362
-0.442110364210979	-0.3346616071545167
5.64344615585479	4.545483800162687
-0.193354310821723	-0.28332517737367524
-0.41405299539847	-0.3344428968800679
-0.50111761408471	-0.7615953522155908
9.43176944799326	7.5798222543521945
4.64552943004905	3.6820483181083796
-0.436614590938426	-0.35265922956532947
-0.333062652434526	-0.4752757848842154
-0.256411077843651	-0.19625408523687857
-0.451077152181987	-0.5629634744933387
1.36542054000933	0.9946542300145478
-0.429094059091774	-0.33753675865322336
-0.457440679129154	-0.30929713033353184
-0.246576536198029	0.12551335066097272
-0.472481742822458	-0.3589145471068825
-0.512109160629816	-0.41431157683370795
-0.292856732177425	-0.2597767708341753
-0.45165565463173	-0.45584666952325004
-0.48000227466911	-0.5142355815713373
0.29721576655988	-0.029510440402993415
-0.501406865309581	-0.9275658730897008
-0.358516760223194	-0.3660477440189602
-0.453391161980957	-0.4730500168747596
-0.514423170428786	-0.48142934090223577
-0.484341043042179	-0.37594402976382474
-0.472770994047329	-0.3560696422261614
-0.301823520148434	-0.4604931570646606
-0.354467243074997	-0.4606457378327784
0.123665031637143	-0.016217812376972285
-7.12995057485139E-4	0.22585669627208083
-0.280129678283091	-0.4855016667365206
-0.484051791817307	-0.4036047153569644
-0.00360550730619742	0.0642517312974729
1.70008420718534	1.3346798603176186
-0.476531259970655	-0.4756854128458199
-0.512398411854688	-0.5497860054131128
-0.322938859564033	-0.23976435910961327
-0.446159881359176	-0.4237873582747892
0.262505619575332	0.44627754355988
-0.342029440405534	-0.3606897966424138
-0.110628460508552	0.2260732101739672
-0.445581378909434	-0.2942739253295222
-0.405953961102076	-0.45988293206334224
0.0585835060411166	0.11673242696240224
-0.260749846216719	-0.4053050350700841
-0.0319521273435778	0.00586117442607165
0.113251987541779	-0.014666820385505541
-0.365748040844975	-0.36474855802199757
-0.203767354917087	-0.1343985745394468
1.5265334722626	2.048203055857404
-0.314550574042768	-0.2637021606926854
-0.162693680985373	-0.3664289697410892
-0.480870028343724	-0.4983634755153686
0.271183156321469	-0.03292341372627825
-0.394962414556969	-0.5362579403623368
-0.449052393607889	-0.2367108887717666
-0.308765549545343	0.053592246436230166
0.910428363286883	1.1309292088383527
0.204655374601087	0.4793319670768488
-0.393805409657484	-0.040219334409650025
-0.324385115688389	0.08324941574144433
-0.220543925959618	-0.16228469503794457
-0.295749244426138	-0.43070549922941226
-0.423887537044092	-0.5072680848947456
1.60752381522654	1.553056506655437
-0.315418327717381	-0.4282849202514448
0.0889548846525956	0.47868892587165784
1.22455519349704	0.7507050657722878
-0.483473289367565	-0.48473465832389395
-0.0672407767778676	-0.4529022078551222
0.0311046396783499	-0.4137331791690992
-0.454548166880442	-0.24994659174003198
3.23022318675413	4.561723231540223
0.123665031637143	0.5709816177929532
2.34511443864817	1.6737657461472608
