PIDN,Sand
09gt9UK5,0.778811042010784
0BVvxJ6a,-1.02075566351414
0dTqplIM,-1.02278976738453
0KbdgApg,-0.404954042378813
0lNiZicC,0.403831515018828
0MnuuduB,-0.375755256414413
0PcIsF9z,-0.398125005140901
0rGeJ0QN,-0.318689242936671
0ShTFLYJ,0.257037556450814
0sXI9ytQ,1.2060103148222
0ukt4aP6,-0.128421320766211
0XZh9jka,-0.767840373516083
0Y7Wegri,0.167952545639127
1AGspb8f,-0.973770996928215
1arHxK3Y,-0.548753004521132
1Csy0gvE,0.565593957901001
1fCW4Bba,0.342040653899312
1Ic2hly1,0.932522049546242
1PPbaTwt,1.00251405835152
1qDZNvIm,0.985761021077633
1SO5VJNy,0.249397534690797
28LYJC2V,-0.759548592567444
2cx85d9H,-0.775196093320847
2CzACvQq,-0.155246074171737
2FT3crfv,-0.542513558268547
2Fy2uHVg,-0.542550957202911
2homMXMV,0.524554558843374
2ldLrUtq,0.00542320285458118
2MkMEApm,1.21530032455921
2NDGWEOe,-0.513629017025232
2nsACW6G,-0.817889934778213
2NyyCiqn,0.849066972732544
2QcbdrUZ,0.532799931615591
2QRzIb84,0.375815086811781
2YgAimWK,1.11814019680023
2yMbVnWc,0.618958158139139
36r8sgGQ,0.457785118371248
3fRLm8f5,0.111590807791799
3mZhp1nQ,1.0609831392765
3NXAXCl3,-0.854686476290226
3pikJXRL,-0.673478840105236
3pxOEGHL,0.738615715503693
3QG0z6fl,0.967214995622635
3ttdV3f5,-0.163242170284502
3v4X6Mfe,0.146238073613495
3wORuPiv,-0.309761153906584
3WS8R9qm,-0.488042269647121
43EfrxZj,-0.334162083407864
457Vwm21,-0.724380369484425
46KNnOdx,-0.217521695897449
47TwNsVC,-0.98451780974865
49856RpO,-0.907247442007065
4Ane1o2N,0.0881394957192242
4AyVUgSc,0.17614467702806
4B1951On,0.399865727871656
4eQ90eLY,0.250856723543256
4o5jwMj8,0.349701257795095
4OL39Teo,-0.215364746470004
4vPgpl2c,0.0390209310688078
51r9aA0d,0.370011146832257
58SmeRoP,-0.504671809077263
5a8sf6QV,-0.695984315872192
5eSvmqYm,-0.519137934595346
5HJp1AXn,-0.173796037957072
5hkN8fiv,-0.808930131793022
5MBZW7fx,-0.538518506288528
5Nq3gHaP,-0.419224962219596
5oK8Gti5,1.1649306178093
5paniGaU,1.48962748646736
5RmwFFK3,-1.207932305336
5Tu5Jbov,-0.467198386788368
5vsr7ZUP,-1.07416069209576
5YEolkev,-0.397074090130627
60B4xMWI,0.914388379454613
64jOUtKy,-0.744291767477989
6AJo4xNG,0.943804761767387
6CAvhEte,0.951475518941879
6CuGYjT5,-1.07304591536522
6DGH8ujZ,-0.31598625537008
6eUWsVzw,-0.957307353615761
6gNyO7Do,-0.690203487873077
6jT0AyHe,-0.95057330429554
6nBgCvWu,1.4012931227684
6PzsGdVm,-0.36905749887228
6ro5mqg6,0.206984862095305
6sGqObX4,-0.906068068742752
6UcSJMbq,0.384244637191296
6uEGy0n4,-0.647841621935368
6WJbkH8U,-1.09138121604919
7aF7nnwn,0.912335661053657
7asGzfX9,0.110330260102637
7BZ4LxP8,-0.368652548780665
7cg7C92o,-0.107796266244259
7CmigXKi,0.974516850709915
7eOxTpsB,0.867650300264359
7ey0v7ma,-0.930411884188652
7Ga0LpfR,-0.676827692240477
7gocyrYl,-0.200556622631848
7gqR3GoA,-0.66016533523798
7og7aUXB,-0.0995597289176658
7onRfa8F,0.624167032539845
7PQsFvsG,-0.285984526295215
7umkNuxM,-0.786684101819992
7vPr9ExD,-0.564353837072849
7zNjpCzu,-0.485011906549335
7ztsQNj3,-0.529606023058295
86gppwMI,1.27053291201592
88thAGdL,0.545438127219677
8ajs2uG8,-0.887687626481056
8bXnz62p,0.290229590702802
8GhU8STP,-0.829136517643928
8NlzDcWe,0.0209313504165038
8nO1O1LG,-0.910394078493118
8QAejdLW,-0.543304186686873
8RDeFxWM,1.1402752995491
8UXP2NBS,0.341321476222947
8xE1p8g8,-0.31244899481535
8yMDVMRM,-0.675942181050777
8ZoV3KGT,-0.160622521815822
98R5VaPi,1.30659854412079
9DcTz2Ua,-0.631933857500553
9G7nfUrK,0.811178517341614
9iQwmFJR,0.222511644102633
9O6GZ1HT,-0.0385072028730065
9S7fCoAM,0.877191612124443
A3Mt6SAQ,0.107182727003237
a7bhJGBU,-0.529850014299154
AaFvEoHq,0.718147072196007
abCzN1zx,-1.00677202939987
ae7sMiB4,-0.21792453986418
afsVuCGV,-0.698051638901234
aHpv6KzP,-0.668125338852406
AiIPD6hX,0.450167845468968
aINzEBVN,-0.800316473841667
aiwBQETI,-0.794551584124565
aiyli4EI,-0.216800299682654
AJIsQIcV,0.906705978512764
AMHKXMh8,-0.684839920699596
aP9EtTGF,-0.597663150727749
apJ7NmzD,-0.652306692302227
AsIURvJS,-0.663414637744427
AsvgbJ0C,-0.0173825853038579
ASwA2J4E,0.282644688151777
atVjNMtQ,-1.15616762936115
aV6EhtSL,-0.218303960142657
aVZsXKoH,-0.817559882998466
AxEhbkCM,-0.580600483715534
aYVnVJvc,-0.32786990251625
b5GirVGV,0.232953518256545
B7VPkIpx,0.343121372140013
b9SpMjNB,0.891491548717022
bAFs37yy,0.974958381056786
bat8tcGs,-1.18739959895611
BBwHqHiH,-0.29289569449611
bDia1hHV,-0.779160648584366
bfjej4wu,-0.890432821214199
bFkv5Mtr,-0.333618883322924
bh04YDiP,-0.751050867140293
bHe2IXgA,-0.8010686814785
BMyps8hr,-0.894120436906815
BUHS4dQw,-0.565421848744154
bWX3vUm5,-0.497007873468101
BZB3EYWQ,0.957936626672745
c110Fdc8,-0.149407388706459
c32GUzMa,1.18933136463165
C5gIfQbJ,-0.922018350660801
C5UPCZcL,-0.783000668883324
CDRuu4Pn,0.550170800089836
ceNvS3yd,0.175931880995631
ChnD1nrN,0.169967143982649
ChQdtl4J,0.916010889410973
cmwdt4Av,-0.992336747050285
cn4EHsup,-0.0839105618651956
CQhTYkqE,-1.42190918326378
crVOGGTT,1.2364275932312
CSEobMXv,-0.587157925032079
csPEJ1E5,-0.0698626666795462
cT6uU0B0,0.623568646609783
CvtbbIcq,-0.334816891141236
cWXCiFwh,-0.868428413569927
Cxk06b77,-0.0455284526571631
CYMQE4x0,0.0670873178169131
d0UrRtMk,1.14372674822807
D3QD3ZEJ,0.000924695911817253
d6LU4G4I,0.0111451490549371
d74T1DVv,-0.844633401930332
D8J5C6lA,-0.905188065767288
DCeQwYfT,-1.04961256682873
DDEftkx3,1.2115779042244
de43ycXY,-0.159636494482402
DEwCfeDW,0.190851092984667
dfIn7m9z,-0.844576743245125
dhmb9ZY9,-0.831162375211716
DMkIV4oL,0.471926029026508
dn8kCuyf,0.686540529876947
DnzGfbxS,-0.763627314567566
DoZxo6f6,0.458087351918221
dpcquvWW,0.125275084841996
dqcbIMyr,0.0554775307886302
dR6rM1tQ,-1.03774726092815
drWgsBf5,-0.54990309625864
dUnlyhj7,-0.344589236006141
dUNxOoqg,-0.798366339504719
dVDlnZQ6,-0.647683599963784
DvhBPGIk,-0.712811154127121
dVT26GDu,1.18389588296413
Dx7GoUcT,1.32933074235916
dytx0HSe,1.35666404366493
e4KkkIha,-0.588659373670816
E5hIjohO,-0.852578282356262
E6x4XGHt,1.02786238491535
e9YorH4m,0.873089668154716
eaIwb3rG,1.00052145719528
eB9gVQ0R,1.10745230466127
EDEpAzh1,-1.10640253126621
Ehw2Jz6s,-0.393648361600935
EjqzC4zH,0.329585369571578
EkMZO3Qj,0.971558034420013
eMhLFqU6,0.439960809517652
eMllg1qm,-0.883138260245323
EnoNXWvU,0.279213977581821
eNPunZ9i,0.478404539823532
Epv8ANwr,-0.477791560813785
eS5BSM4J,0.893444615602493
ETGudkQt,0.775928740203381
Etro9j0B,-0.121248031407595
EUleKrLJ,-0.632701585441828
eVGMFoOI,0.917440918087959
eyzw8Vis,1.3739961117506
f04Ke2bN,0.208326882496476
F3MIZj76,-0.926767605543137
f4GA0te1,-0.0308290500193834
f7bd91h5,0.767883209884167
favPNA2N,0.982292337715626
FaW764jk,-0.0846185586065985
fB7z9ndr,1.55173997282982
FB8tU00K,-0.604464165866375
FeAbMXly,0.684806874394417
fEe7AWFA,-0.565276952087879
FeudaFXn,-0.80215919315815
fJJIbgY9,-0.817298536002636
FldUmFeM,0.669852304458618
FLhxBGMK,-0.698471918702126
Fnv5tfAm,-0.790624812431634
fQBURMvg,0.926626536250114
FRreR8ka,0.844151082634926
fS0HpOub,0.343867443501949
fTDXauuk,-0.607155182957649
FvrAd3Or,0.773120248317719
FXne4oAV,-1.04884805977345
g3Fv0U4k,0.117089710198343
G48zHffi,0.644477928802371
g5PKo2E2,-0.73254224807024
G76zCv5N,-0.0160850270200171
G7JGUdNf,-0.759733914397657
gbjnD5fe,0.0077574540860951
GCo6MONx,-0.687079954892397
GE0vbpVQ,1.02949239611626
ge9zqXCv,-0.589830273389816
geeqJpSE,0.681652018427849
GemPjTJ9,-0.695819300413132
GkLYRm1K,-0.964670026302338
GmlqP8eI,-0.188646826986223
GN0DfOqt,0.708777613937855
GNsTAb1v,-1.08341938257217
GPwmO21z,-0.561625291034579
GqkIrOvf,-0.843436247110367
gqy1J2RS,-0.904084867238998
GQYpfLoh,-1.14004954993725
GR9knT8n,-0.376049183495343
grlUtS3H,-0.841537939012051
gx965KYj,-0.152467984566465
GXtFFbZy,-0.32836822681129
GYvzvvFD,0.512263058871031
H0fsegPi,0.519812708348036
h3F08Vjm,0.640859365463257
H4dHpJjU,-0.491724131628871
H5QwJCuU,-0.771437306702137
H5uwmSZ0,1.18949119150639
h6FQG8Iy,1.21714284718037
h7ftM8b3,-0.756443300843239
H8MtbVoL,0.189290428464301
H9JrUYnp,1.01209279298782
HdKcxEWr,-0.150069482956314
HecW1iCC,-0.774111360311508
hf65yZkM,-0.741058628261089
HHYmmHVk,1.11482853591442
HJ5U4uqL,0.0658509998582304
hjuwe1x4,0.517325867712498
hLrCHXZv,-0.607849441468716
HNQxYc4w,-0.380881679803133
HpbKB8rv,-0.649784619361162
hQ6VBuFx,1.13921823352575
HQYhKHZ8,0.276236189063638
HrkoYjCg,-0.901162049174309
HSCMx0MC,1.1574926584959
HXYuE0fx,-0.8009526014328
hyINlsFR,1.2136746764183
hYoR2y7w,-1.11396662890911
i0Qlm9Bv,0.33007644135505
i1VxfxMb,0.668185732513666
i2l6jXNP,0.166898086387664
i4FgPZv7,1.05973591506481
I5P2uquT,0.384436384961009
i7XtIkSi,0.21273713838309
I94qkDM7,0.768633734434843
I9sQbtt8,-0.602618069946766
i9z346Ut,-0.0405464858544292
Iaq3v0t3,0.213438333198428
IbVwu1t6,-0.25048505589366
IcHKTLyo,-0.817286241054535
iDOat4cZ,-0.853525443375111
ieTPaa3c,-0.248469133395702
if7BmzU0,0.560665135085583
IFxgw6ZX,0.0835439625196159
ihNz5bmx,-0.587668053805828
ikJXKdIN,0.497464860603213
iNv6RoSO,0.0477332497946918
IPPPSyoU,-0.770644620060921
IpW80wVB,-0.34511734098196
iq2kxikN,-0.814581277966499
IQOYQubU,-0.692491299659014
iSL9NYzy,-0.717990688234568
iSqVc1r8,-0.037107820995152
Itb0PYUV,-0.910573175549507
iuZEDJK7,0.911717331409454
iyF8gVT7,1.20414474904537
IYNE2SxU,-0.97836309671402
iYZMftt6,-0.679157142341137
IZRFk9kN,0.149628215241682
j06qdQ0V,-0.0194739562924951
j7hl8svO,-0.362438702583313
J8fpSwS0,0.78451963365078
j8hMoJUN,0.188599078916013
JcE9G92B,-0.0252499218098819
JE1SlbD0,-0.950309044122696
JEB4McNb,-1.15918713212013
JEE4QVeQ,-0.561399554461241
JJSEU2VQ,0.857086083292961
jNaFasbV,-1.00337144434452
JnNYpXHr,-0.790523439645767
JSsVriP2,0.420001455396414
juO5ii5l,-0.129587107524276
JUvQNiOK,-0.0323018728755414
jVVHeYHT,0.41712884035951
jXm4ySvK,0.423037866503
JZbrRtm2,0.0455544015392661
JzpbnOtz,0.944026789069176
JzzUhPQp,-0.722230508923531
K05R8dQK,-0.963592812418938
K17pG2mG,0.507530914992094
k2hdEBsU,1.22052360773087
k3ynMfhN,0.0748222420923412
K8BellUe,-1.26907732784748
k9C9yBtr,-0.592222802713513
kAKRvcRo,-0.748924092948437
kaW0TfRn,-0.574722082912922
kBi3R2oC,-0.197852001618594
kDWmnsXe,-0.122460743936244
KJ2eH6rr,-0.717176941037178
KJEJ6Glk,-1.03371964693069
KmbAyTcE,0.0458865894004703
kmg3SowO,-0.368663941510022
KnNyl3rV,0.50598016679287
Kp2DG8TZ,0.436186122149229
kpxKSlnF,-0.172984573035501
KqQtKWs5,0.380107413325459
KSbO0oXS,-1.11809187233448
kSGBd2Vh,0.686801055073738
kT0miHPT,-0.179574054013938
Ku27g63R,-0.424926774762571
ku2cn1MV,-0.315215293690562
KXtvmd01,0.119083568453789
KYiJqBuJ,-0.552466805279255
l1su5HU9,0.650704891234636
L2aTVqDq,-0.958253014087677
L5jvq6G4,0.495603372901678
l8Tg2RvD,0.26102180602029
L91hYVQl,0.0547018688637763
La2Vhnne,-0.200496340449899
LaUWSq9B,-0.805449482798576
lB6NsVOc,0.587615580484271
lcOnCdZi,-0.297040521167219
le9YGwON,0.375165847688913
lEcdVyKk,0.620191007852554
lH4TasGl,-0.485883394256234
LINAMlbA,0.677321517840028
LJoUNXSx,-0.191257978789508
Lk4SfkPQ,-0.2691835206002
LllC836d,-0.257070119772106
llMvu3TX,-0.251097847823985
LLtSiyWD,-0.404255818575621
lnHh2jFO,0.241749943047762
lO9aggHW,0.179282156401314
LQJtV8kn,-0.45933953486383
LuGiGeWN,1.00457913279533
lW3m9Vzu,0.475391111522913
LW9uddw7,-0.915748071670532
lYLseGDP,-0.311787342140451
LZ6sdBTR,-0.706803362071514
LzcyHcWa,0.499977052211761
m07CVXd4,1.5302114367485
m1lPk91z,0.986739724874496
M7veP0H4,0.932250028848648
m9IQdmwa,0.451642188802362
MB8aaJUc,0.270662741502747
mbzNdxNc,-0.480136693269014
Mdgy4SsO,-0.671434050239623
MDpe2zuy,-0.765383858978748
MEzdmEIU,0.0406022565730382
mG9BRy5x,0.314418115839362
Mj8awnzy,1.03433812260628
mntH7g3L,0.21240570768714
MpFPbUJy,-0.899581989645958
Mqk7MFBM,0.7146171271801
Mqs2t1Eo,-0.930786138772964
msRTXP3H,0.159346231620293
Mv3jFVxp,0.0977699232287705
mVHXnama,-0.826671390235424
MVnhtivm,-0.525358946621418
mxBjvIPR,0.242160023003817
MxODTXvA,-0.794268377125263
mXyrR6nU,1.5233363032341
MYU7WDis,0.263460327871144
MZFqh6yw,0.52397086545825
N46PbpPM,1.29147408008575
N5S5F9Gk,1.18929069340229
n8Opmfbz,-0.0809564521536231
NaJo7C6o,-0.15847544320859
NgsyGkrO,-1.10131832063198
nhttf7VM,-0.142251181625761
njLbXYa3,-0.567110011726618
NjOx4Zpo,-1.03412270545959
NLDg5fqw,-0.472418021946214
NmQoI7x0,-0.245050692558289
No4wkdLS,0.0581416497938335
NOho2ZiM,-0.803116461634636
